time,fraction_neurons_with_any_gate_flip,mean_neuron_gate_flip_fraction,mass_weighted_gate_flip_fraction,frozen_gate_relative_rms_error
3.85,0.77,0.03915125,0.03802238377678754,0.001614270923429918
3.8600000000000003,0.77,0.039235,0.03807039344645208,0.0016261040281523394
3.87,0.77,0.03931125,0.03810592968649958,0.0016384001794654626
3.8800000000000003,0.77,0.039335,0.03808311536660895,0.0016511362856323456
3.89,0.77,0.0393925,0.03806163607803874,0.0016643004658468243
3.9000000000000004,0.77,0.03942999999999999,0.03804039797049463,0.0016778920112751165
3.91,0.77,0.039467499999999996,0.03801547283540207,0.001691907020731906
3.9200000000000004,0.77,0.039487499999999995,0.03796628253489379,0.0017063439993166177
3.93,0.77,0.039543749999999996,0.03793559420783892,0.0017211813921814735
3.9400000000000004,0.77,0.03956625,0.03788976568899607,0.001736387258855953
3.95,0.77,0.03959624999999999,0.03782296263909248,0.001751968088877036
3.9600000000000004,0.77,0.039615,0.037760647275349876,0.0017679128108535496
3.97,0.77,0.03964875,0.03774247747515479,0.0017842184283559616
3.98,0.77,0.039667499999999994,0.03766566161796422,0.001800873382716423
3.99,0.77,0.039702499999999995,0.0376220238941764,0.0018178737347423232
4.0,0.77,0.0397225,0.03758901116365917,0.0018352089495453174
4.01,0.77,0.03974625,0.037534792874297764,0.0018528536864965335
4.0200000000000005,0.77,0.039741250000000006,0.03748193726360637,0.0018708047332752617
4.03,0.77,0.039795000000000004,0.03750794856719307,0.0018890446850612405
4.04,0.77,0.039825,0.0375033880166296,0.0019075739281125895
4.05,0.77,0.03984125,0.037451158499551086,0.0019263817608384693
4.0600000000000005,0.77,0.039918749999999996,0.037511670987474634,0.0019454609369754078
4.07,0.77,0.03992875,0.037467337226739277,0.0019647948810079044
4.08,0.77,0.03999875,0.03754718766089757,0.001984376943188942
4.09,0.77,0.0400825,0.03765231549253844,0.0020042241722955092
4.1000000000000005,0.77,0.040139999999999995,0.03770018572187648,0.00202432704743909
4.11,0.77,0.04021375,0.03775930385952584,0.0020446759566991176
4.12,0.77,0.04025625,0.037801240867907204,0.0020652623190646514
4.13,0.77,0.04031,0.0378649509009223,0.0020860756080460516
4.140000000000001,0.77,0.04035125,0.037872052183600576,0.002107114809434781
4.15,0.77,0.04038125,0.03788706101308416,0.002128364219737504
4.16,0.77,0.04045375,0.0379795855671744,0.002149810739390353
4.17,0.77,0.04050625,0.0379796058741584,0.0021714682159327016
4.180000000000001,0.77,0.04054625,0.03797716109502988,0.002193325929078778
4.19,0.77,0.04061,0.03800786601376696,0.0022153726239449185
4.2,0.765,0.04067375,0.03805369201000182,0.0022376082354167636
4.21,0.765,0.0407225,0.038072958691350765,0.002260017319827826
4.220000000000001,0.77,0.040827499999999996,0.03817830012774513,0.00228259724876015
4.23,0.76,0.040917499999999996,0.03822739637180872,0.0023053548084704697
4.24,0.755,0.041051250000000004,0.03839384753579238,0.0023282890071852943
4.25,0.77,0.04120625000000001,0.038578109947212676,0.0023513900162249507
4.26,0.765,0.04131875000000001,0.03872775850469089,0.0023746455686832813
4.2700000000000005,0.77,0.0414025,0.03881338508489904,0.0023980527876549473
4.28,0.765,0.041511250000000006,0.038973618636009164,0.0024216049303093243
4.29,0.77,0.0416725,0.03920138581541809,0.0024453020335246296
