psi_deg,x1,x2,slope_x2_over_x1,selector_switch,switch_transition,t_switch,actual_persistent_swing,actual_S_normalized,t_reversal_actual,t_rebound_actual,predicted_persistent_swing,predicted_S_normalized,t_reversal_predicted,t_rebound_predicted,predicted_switch_delta,predicted_switch_delta_normalized,on_to_off_condition_value,E_on_at_switch,E_off_at_switch,actual_loss_change_switch_pm0p20,selector_model_relative_rms_over_time,switch_before_t_block
-126.5,-0.5948227867513411,-0.8038568606172174,1.3514224379458089,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-126.0,-0.587785252292473,-0.8090169943749475,1.3763819204711738,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-125.5,-0.5807029557109398,-0.8141155183563192,1.401948294476336,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-125.0,-0.5735764363510462,-0.8191520442889917,1.4281480067421142,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-124.5,-0.5664062369248326,-0.8241261886220158,1.4550090286724457,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-124.0,-0.5591929034707467,-0.8290375725550417,1.4825609685127408,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-123.5,-0.5519369853120581,-0.8338858220671682,1.5108351936149012,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-123.0,-0.5446390350150272,-0.838670567945424,1.5398649638145827,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-122.5,-0.537299608346824,-0.8433914458128856,1.5696855771174898,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-122.0,-0.5299192642332048,-0.8480480961564261,1.6003345290410511,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-121.5,-0.5224985647159488,-0.8526401643540923,1.63185168712879,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-121.0,-0.5150380749100543,-0.8571673007021123,1.6642794823505178,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-120.5,-0.5075383629607043,-0.8616291604415257,1.6976631193260883,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-120.0,-0.49999999999999983,-0.8660254037844387,1.732050807568878,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-119.5,-0.492423560103467,-0.8703556959398997,1.7674940162428914,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-119.0,-0.484809620246337,-0.8746197071393959,1.8040477552714242,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-118.5,-0.47715876025960846,-0.8788171126619654,1.8417708860334578,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-118.0,-0.4694715627858909,-0.8829475928589269,1.8807264653463314,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-117.5,-0.4617486132350338,-0.8870108331782218,1.9209821269711667,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-117.0,-0.45399049973954675,-0.8910065241883679,1.9626105055051508,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-116.5,-0.4461978131098088,-0.894934361602025,2.0056897082590197,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-116.0,-0.4383711467890775,-0.8987940462991669,2.0503038415792956,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-115.5,-0.4305110968082949,-0.9025852843498607,2.096543599088176,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-115.0,-0.42261826174069933,-0.90630778703665,2.1445069205095595,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-114.5,-0.414693242656239,-0.9099612708765432,2.1942997311650383,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-114.0,-0.40673664307580026,-0.9135454576426009,2.2460367739042155,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-113.5,-0.39874906892524614,-0.917060074385124,2.2998425472362576,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-113.0,-0.39073112848927377,-0.9205048534524403,2.3558523658237527,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
