step,time,gate_rate,perturbation_rate_upper,gate_forcing_upper,eta_upper,eta_smooth_upper,eta_gate_upper,tube_radius_upper
1110,0.222,0.0,0.010530755595022449,5.208842375791343e-08,7.049036362129536e-08,3.7283612385544495e-10,7.01175274974399e-08,2.6578858259349127e-08
1111,0.2222,0.0,0.01150834592548755,5.310047916931075e-08,7.178386844494858e-08,2.1517583767005987e-10,7.15686926072785e-08,2.6636102993404827e-08
1112,0.2224,0.0,0.012591817019144571,5.4082305335740926e-08,7.096373901683285e-08,2.624907075166114e-10,7.070124830931623e-08,2.6693365272297865e-08
1113,0.2226,0.0,0.012544816922399064,5.384237998304043e-08,7.106786050008592e-08,3.046313552069828e-10,7.076322914487892e-08,2.6750726973824417e-08
1114,0.2228,0.0,0.014714520256014302,5.420070180260661e-08,7.153639193964045e-08,3.434075534116487e-10,7.119298438622879e-08,2.6808261475994008e-08
1115,0.223,0.0,0.013753655437365363,5.515105957473373e-08,7.265614115594898e-08,4.2796226773147425e-10,7.222817888821749e-08,2.686647494155606e-08
1116,0.2232,0.0,0.013963492058006309,5.371289913530234e-08,7.122767572754392e-08,3.964077622485581e-10,7.083126796529535e-08,2.69240105694675e-08
1117,0.2234,0.0,0.015172162118728407,5.347903484614331e-08,6.907357961219384e-08,3.9578996160468175e-10,6.867778965058915e-08,2.6980861819789026e-08
1118,0.2236,0.0,0.015172130581531378,5.3024526434140855e-08,6.979409774392918e-08,3.1568660983415113e-10,6.947841113409501e-08,2.7037615831146282e-08
1119,0.2238,0.0,0.01404759485659491,5.2899896515024616e-08,7.102255757684129e-08,5.035196598540635e-10,7.051903791698721e-08,2.7094906038403612e-08
1120,0.224,0.0,0.014047583434284515,5.273556165016318e-08,6.982895483754304e-08,4.1966762862316826e-10,6.940928720891986e-08,2.7152033309832775e-08
1121,0.2242,0.0,0.015191459910913793,5.2097361878842686e-08,6.899371993837517e-08,5.549280191482416e-10,6.843879191922692e-08,2.720883573507182e-08
1122,0.2244,0.0,0.01630104560472705,5.3274135778919816e-08,7.15351609267853e-08,2.3922837986223284e-10,7.129593254692306e-08,2.7266643192307486e-08
1123,0.2246,0.0,0.016301122420427798,5.452005609958694e-08,7.29696067043404e-08,4.0718446129141154e-10,7.256242224304898e-08,2.7325127492329542e-08
1124,0.2248,0.0,0.015003503065799714,5.595739008698916e-08,7.372385038581495e-08,3.5732217106962137e-10,7.336652821474532e-08,2.7384321961543783e-08
1125,0.225,0.0,0.01650330228383616,5.407946445824835e-08,7.172318635359347e-08,5.090775887394354e-10,7.121410876485402e-08,2.744251184662804e-08
1126,0.2252,0.0,0.01753774277599535,5.4284722747119545e-08,7.28878872180297e-08,3.217709593309538e-10,7.256611625869874e-08,2.7501175143142972e-08
1127,0.2254,0.0,0.016344647456679406,5.4923757433629426e-08,7.265990157373647e-08,1.649501491198125e-10,7.249495142461665e-08,2.755999256554665e-08
1128,0.2256,0.0,0.01601407738495744,5.532714566174996e-08,7.056003278461934e-08,3.0345027161456653e-10,7.025658251300476e-08,2.761828375267473e-08
1129,0.2258,0.0,0.014681720165921364,5.6111710507908576e-08,7.170837738324194e-08,3.5914295488433254e-10,7.134923442835759e-08,2.7677260785380735e-08
1130,0.226,0.0,0.013598333054087676,5.6259457699861334e-08,7.279864822420951e-08,3.1969818609540475e-10,7.247895003811409e-08,2.7736607871924644e-08
1131,0.2262,0.0,0.01253657369613212,5.574691320694632e-08,7.372054204675125e-08,3.377945845086576e-10,7.338274746224258e-08,2.7796109816111617e-08
1132,0.2264,0.0,0.011374373889197568,5.622559203565067e-08,7.222856074926586e-08,4.311376321911664e-10,7.179742311707467e-08,2.7855280390012678e-08
1133,0.2266,0.0,0.010367046601583144,5.6738963500686814e-08,7.301496467984753e-08,4.940568881496072e-10,7.252090779169791e-08,2.7914712152642163e-08
1134,0.2268,0.0,0.010478852939914683,5.5072820289301875e-08,7.293619906622783e-08,6.464319464227785e-10,7.228976711980504e-08,2.7973986294316118e-08
1135,0.227,0.0,0.01020954002054462,5.6498627298700027e-08,7.365234248914996e-08,1.790997453514064e-10,7.347324274379853e-08,2.8033870385070994e-08
1136,0.2272,0.0,0.010209550793866672,5.734006338449556e-08,7.487731046208223e-08,3.1165723492139336e-10,7.456565322716082e-08,2.809434676860326e-08
1137,0.2274,0.0,0.010626862998064614,5.663275010543096e-08,7.280959357054226e-08,4.1145239337942644e-10,7.239814117716282e-08,2.8154085189438474e-08
1138,0.2276,0.0,0.010626929905619793,5.9033459493977195e-08,7.537781256608561e-08,2.1606014826481865e-10,7.516175241782078e-08,2.8215123064089634e-08
1139,0.2278,0.0,0.011413486997043672,5.918263862435878e-08,7.465159374164923e-08,6.009504007478968e-10,7.405064334090132e-08,2.8275977686449672e-08
1140,0.228,0.0,0.011413447895465261,5.812179314838555e-08,7.467533662618258e-08,4.021079934165171e-10,7.427322863276605e-08,2.83368331480586e-08
1141,0.2282,0.0,0.011413479478437896,5.9079055177037526e-08,7.553015343125069e-08,2.381051542340099e-10,7.529204827701667e-08,2.8398215649899813e-08
1142,0.2284,0.0,0.010608060639302804,6.023663698480843e-08,7.507112665947457e-08,2.851841211166768e-10,7.478594253835787e-08,2.8459831466860497e-08
1143,0.2286,0.0,0.010608024920171913,5.929411096255466e-08,7.425197433176184e-08,2.2129262750781429e-10,7.403068170425401e-08,2.852089192607742e-08
1144,0.2288,0.0,0.01014563089846836,5.7708152666821717e-08,7.359498644818154e-08,3.4401291369574296e-10,7.325097353448578e-08,2.8581420035276038e-08
1145,0.229,0.0,0.010145600950931985,5.6621097262667063e-08,7.301461733829732e-08,5.000340765933965e-10,7.251458326170391e-08,2.8641603145957467e-08
1146,0.2292,0.0,0.010145546480099295,5.628017858408076e-08,7.252983894719417e-08,4.3745946355333964e-10,7.209237948364081e-08,2.8701643225725668e-08
1147,0.2294,0.0,0.01014560853971792,5.753183069419178e-08,7.35003866289285e-08,5.312657085953819e-10,7.296912092033311e-08,2.8762421830560686e-08
1148,0.2296,0.0,0.010145620455454394,5.797368878485154e-08,7.493121440239708e-08,2.9232119797932613e-10,7.463889320441774e-08,2.8823743155777768e-08
1149,0.2298,0.0,0.010732587878463205,5.97209022664848e-08,7.568938074591323e-08,4.419208660985867e-10,7.524745987981463e-08,2.8885775649861543e-08
1150,0.23,0.0,0.010223460063295883,5.889017949242393e-08,7.365974983601114e-08,3.3749457819800003e-10,7.332225525781314e-08,2.894708957716283e-08
1151,0.2302,0.0,0.01022344493170464,5.7949639349111465e-08,7.681604233386007e-08,5.134773205807236e-10,7.630256501327933e-08,2.9009064295058765e-08
1152,0.2304,0.0,0.010223426085496255,5.7381700964552026e-08,7.367012171865733e-08,5.252738741578394e-10,7.314484784449948e-08,2.907011899205792e-08
1153,0.2306,0.0,0.010223337519581597,5.634530806473598e-08,7.246614393795697e-08,3.346780733600051e-10,7.213146586459695e-08,2.9130657444313976e-08
1154,0.2308,0.0,0.01022331486252248,5.644004658863848e-08,7.290097685563656e-08,5.108131311627012e-10,7.239016372447384e-08,2.9191302652171373e-08
1155,0.231,0.03,0.010223346805047679,5.642400179073296e-08,7.092439595034393e-08,5.111830478554271e-10,7.041321290248848e-08,2.9251691003677036e-08
1156,0.2312,0.0,0.009799318322787536,5.584868636457305e-08,7.02728971532577e-08,2.555053497483965e-10,7.00173918035093e-08,2.931169329490883e-08
1157,0.2314,0.0,0.009799301788429459,5.5809544042680027e-08,7.067420772181645e-08,4.2369462004693306e-10,7.02505131017695e-08,2.9371619209730517e-08
1158,0.2316,0.0,0.010488213655835,5.765641769142787e-08,7.060660778837935e-08,4.0487729447041467e-10,7.020173049390893e-08,2.9432292291255292e-08
1159,0.2318,0.0,0.010488208939309523,5.725066237699071e-08,7.21872722362755e-08,3.892086998546882e-10,7.17980635364208e-08,2.9493247139709728e-08
1160,0.232,0.0,0.010488271380653925,5.831167444350623e-08,7.149148160919421e-08,2.605723240135454e-10,7.123090928518065e-08,2.9554239422284042e-08
1161,0.2322,0.0,0.009886543607914144,5.8194582469013556e-08,7.417925346127983e-08,6.392795623744509e-10,7.353997389890537e-08,2.961605797323012e-08
1162,0.2324,0.0,0.009886694842510481,6.066473136735391e-08,7.490365016379897e-08,7.301579559462795e-10,7.417349220785268e-08,2.96787463872622e-08
1163,0.2326,0.0,0.009886700754527045,6.171637617774e-08,7.989016924492433e-08,2.4505662646565045e-10,7.964511261845866e-08,2.974314239102539e-08
1164,0.2328,0.0,0.009886748490202678,6.31646428509238e-08,7.560278867734078e-08,5.97888807548636e-10,7.500489986979213e-08,2.9806869681830174e-08
1165,0.233,0.0,0.009301296225240351,6.02251404523571e-08,7.450622461422055e-08,5.677531765089878e-10,7.393847143771155e-08,2.9869141269139984e-08
1166,0.2332,0.0,0.008805304529836099,5.675816969099495e-08,7.220322285389614e-08,1.9810388358210847e-10,7.200511897031402e-08,2.993044111391599e-08
1167,0.2334,0.0,0.00945562039933655,5.718280603650343e-08,7.044428545622975e-08,4.1556116607119313e-10,7.002872429015855e-08,2.999134611133314e-08
1168,0.2336,0.0,0.008926429458760361,5.5460537830106804e-08,7.075220321357592e-08,3.3768019601460966e-10,7.04145230175613e-08,3.005192833663948e-08
1169,0.2338,0.0,0.00892645816437836,5.576445358479806e-08,7.24544178194941e-08,5.19465397558686e-10,7.193495242193541e-08,3.011289315514553e-08
1170,0.234,0.0,0.008990744564968916,5.491630833503434e-08,7.122559385366618e-08,3.472695136529568e-10,7.08783243400132e-08,3.017349898339855e-08
1171,0.2342,0.0,0.008990754780382576,5.5317773720753096e-08,7.135290175274159e-08,6.928034276098208e-10,7.066009832513175e-08,3.023432782078768e-08
1172,0.2344,0.0,0.008990726412128142,5.4650344244561236e-08,7.082352355761131e-08,3.5911111233952066e-10,7.046441244527177e-08,3.02950551582856e-08
1173,0.2346,0.0,0.009399635392558293,5.618151142406251e-08,7.03430664733422e-08,4.184213826359852e-10,6.992464509070621e-08,3.035593019995677e-08
1174,0.2348,0.0,0.009399636902773262,5.680149684784214e-08,7.183516132233423e-08,3.285172240700679e-10,7.150664409826415e-08,3.0417499124042996e-08
1175,0.235,0.0,0.009399646546405398,5.7305722942647424e-08,7.21954597157534e-08,3.6179839430471956e-10,7.183366132144867e-08,3.0479444379592535e-08
1176,0.2352,0.0,0.009399637954384046,5.688941272752014e-08,6.952827128083106e-08,3.413770993666629e-10,6.918689418146439e-08,3.0540359650041e-08
1177,0.2354,0.0,0.009399625313578892,5.704491524231736e-08,7.09908472386778e-08,2.2847419097867356e-10,7.076237304769911e-08,3.060203610590039e-08
1178,0.2356,0.0,0.009399668581991183,5.830170391070652e-08,7.189994277216527e-08,3.826523662853926e-10,7.151729040587987e-08,3.066433230960689e-08
1179,0.2358,0.0,0.00939966611770204,5.65231463242751e-08,7.064375040439093e-08,3.772736455654997e-10,7.026647675882542e-08,3.072578248424402e-08
1180,0.236,0.0,0.009399622301522853,5.635919726852094e-08,7.130751160938346e-08,4.1817744810747214e-10,7.088933416127597e-08,3.078751186976087e-08
1181,0.2362,0.0,0.009399677680583014,5.6830094570737944e-08,6.837295023133841e-08,3.0076904209379384e-10,6.80721811892446e-08,3.08486196709876e-08
1182,0.2364,0.0,0.009399589114909124,5.5375390175290944e-08,6.958651149404288e-08,1.9914183649194532e-10,6.938736965755092e-08,3.09097158819477e-08
1183,0.2366,0.0,0.010080070021011906,5.7349795051750297e-08,6.996789588489995e-08,4.835683474136973e-10,6.948432753748624e-08,3.097123699290091e-08
1184,0.2368,0.0,0.010080039535425599,5.6219072602437233e-08,7.123815588359082e-08,3.1370443382708666e-10,7.092445144976372e-08,3.1033161253447934e-08
1185,0.237,0.0,0.010080062845356175,5.599834461013226e-08,7.087552183191217e-08,3.439351123809054e-10,7.053158671953125e-08,3.109499032450769e-08
1186,0.2372,0.0,0.01008008759040485,5.6501760728056444e-08,7.209183142875155e-08,5.047302155926956e-10,7.158710121315885e-08,3.1157153033332915e-08
1187,0.2374,0.0,0.010080195607131472,5.874003864736644e-08,7.44166840224685e-08,2.8649471937951626e-10,7.413018930308897e-08,3.1220729811199094e-08
1188,0.2376,0.0,0.010080144864262203,5.847661154069825e-08,7.031876096634231e-08,3.0586832515295385e-10,7.001289264118934e-08,3.128277731924546e-08
1189,0.2378,0.0,0.009482067440310687,5.595162242476185e-08,7.054730517459548e-08,5.06914824186793e-10,7.004039035040867e-08,3.1344721973793864e-08
1190,0.238,0.0,0.01025519278976915,5.4906740527200804e-08,6.644919256117293e-08,2.1213755401911304e-10,6.62370550071538e-08,3.140509414919476e-08
1191,0.2382,0.0,0.009344033278730547,5.263476619849899e-08,6.614627556776558e-08,3.6447974611378155e-10,6.578179582165179e-08,3.146514913637272e-08
1192,0.2384,0.0,0.00934410652220368,5.348470736508287e-08,6.719677215540528e-08,4.635001256232479e-10,6.673327202978201e-08,3.152575802094889e-08
1193,0.2386,0.0,0.009344138019490094,5.4468035578399297e-08,6.930529191365709e-08,5.952088607264739e-10,6.87100830529306e-08,3.158722658167328e-08
1194,0.2388,0.0,0.009344123628777441,5.4959838904641734e-08,6.796450965078609e-08,3.4488754045477215e-10,6.761962211033131e-08,3.16481729350202e-08
1195,0.239,0.0,0.008862172948562223,5.233341686233263e-08,6.410976106011252e-08,3.2370543663952827e-10,6.378605562347297e-08,3.170774191378913e-08
1196,0.2392,0.0,0.008232448393382566,5.238737744154425e-08,6.453571737415979e-08,4.575457103204768e-10,6.40781716638393e-08,3.1767219636471895e-08
1197,0.2394,0.0,0.009164868878582819,5.369811328957001e-08,6.863753586547484e-08,3.4526608333905646e-10,6.829226978213577e-08,3.1828533876787143e-08
1198,0.2396,0.0,0.009164926632413153,5.480614327358229e-08,7.012154396044872e-08,4.998275847633723e-10,6.962171637568533e-08,3.189057843005516e-08
1199,0.2398,0.0,0.009164983374505649,5.539813648311504e-08,6.87225610759584e-08,3.5402053140624314e-10,6.836854054455214e-08,3.195244473846582e-08
1200,0.24,0.0,0.008307320874362634,5.486809715205712e-08,6.994731702728788e-08,1.8765866876318202e-10,6.975965835852468e-08,3.201456784380683e-08
1201,0.2402,0.0,0.00830741117649011,5.733831548891062e-08,7.336128395842646e-08,6.970592200263052e-10,7.266422473840014e-08,3.2078202295949516e-08
1202,0.2404,0.0,0.00959833995036074,5.71648737704798e-08,7.260475010711499e-08,5.109063107170347e-10,7.209384379639795e-08,3.2141737418180315e-08
1203,0.2406,0.1,0.009657872824298018,5.406586378093619e-08,6.995712129517133e-08,5.117112411366202e-10,6.94454100540347e-08,3.2204373510297115e-08
1204,0.2408,0.0,0.010909160275000197,5.601065861522049e-08,6.739831070483689e-08,3.2714171963091163e-10,6.707116898520596e-08,3.226594760480843e-08
1205,0.241,0.0,0.010909101146530145,5.426053151797789e-08,7.080315635643047e-08,5.285370987243554e-10,7.02746192577061e-08,3.232807463847896e-08
1206,0.2412,0.0,0.010909001667695043,5.215387297540299e-08,7.069880705295592e-08,4.991021873631548e-10,7.019970486559275e-08,3.239004748008782e-08
1207,0.2414,0.0,0.01090911866840958,5.5100032372421296e-08,7.188947308304178e-08,8.197565755042263e-10,7.106971650753754e-08,3.245297544833456e-08
1208,0.2416,0.0,0.014418920260256105,5.648473692000249e-08,7.466379181131101e-08,7.837218783397854e-10,7.388006993297121e-08,3.25171953676229e-08
1209,0.2418,0.0,0.014418881896654334,5.600368357325878e-08,7.395266431565101e-08,6.579500591135973e-10,7.32947142565374e-08,3.258112167816441e-08
1210,0.242,0.0,0.013190421205056129,5.53916789291324e-08,7.311220425841208e-08,7.280476812650115e-10,7.238415657714705e-08,3.264480961020599e-08
1211,0.2422,0.0,0.013190308855394624,5.420903690436704e-08,7.050478170580047e-08,6.90849362383323e-10,6.981393234341713e-08,3.27075456350288e-08
1212,0.2424,0.0,0.012039104032505176,5.2121089551652606e-08,6.853564749066574e-08,8.967369709894203e-10,6.76389105196763e-08,3.276930174771816e-08
1213,0.2426,0.0,0.012039003176846924,5.112812920452384e-08,6.649021786461422e-08,3.39363580708865e-10,6.615085428390533e-08,3.2830312050345346e-08
1214,0.2428,0.0,0.010770997073724049,5.3320565610504054e-08,6.63803136300577e-08,4.2034257191981123e-10,6.595997105813788e-08,3.2891475356026724e-08
1215,0.243,0.0,0.009603478676016299,5.2023061776133164e-08,7.025126859984984e-08,5.983454152417295e-10,6.96529231846081e-08,3.295380450853634e-08
1216,0.2432,0.0,0.009603504178915602,5.3161673152806055e-08,6.989952505934285e-08,4.875108487907025e-10,6.941201421055213e-08,3.3016383090633494e-08
1217,0.2434,0.0,0.00960351100866655,5.381493406926852e-08,6.8161526299498e-08,7.614682094341292e-10,6.740005809006386e-08,3.307845458955838e-08
1218,0.2436,0.0,0.009603424286317053,5.095293974556756e-08,6.53116433291734e-08,5.1283488697502e-10,6.479880844219837e-08,3.313939148994381e-08
1219,0.2438,0.0,0.009603282833404876,4.840957898493844e-08,6.356177385922132e-08,4.997499005949568e-10,6.306202395862635e-08,3.3199200430942354e-08
1220,0.244,0.0,0.009650497074073724,4.759479182670904e-08,6.308578211406032e-08,4.712262036228397e-10,6.261455591043748e-08,3.3258795526780786e-08
1221,0.2442,0.0,0.010752168713405995,4.8086417014050796e-08,6.31680603208394e-08,5.129713623381343e-10,6.265508895850125e-08,3.331860172450837e-08
1222,0.2444,0.0,0.010752157403886532,4.830353649196814e-08,6.355997526154764e-08,5.305466226294555e-10,6.302942863891818e-08,3.337858956236293e-08
1223,0.2446,0.0,0.010752097865645963,4.8029702408950966e-08,6.293329989502288e-08,6.223517600637158e-10,6.231094813495915e-08,3.34384295836979e-08
1224,0.2448,0.0,0.008138640211067898,4.8952122389128636e-08,6.027908875444456e-08,6.505849616321516e-10,5.96285037928124e-08,3.3497723898077e-08
1225,0.245,0.0,0.007591755793234181,5.034399690382274e-08,6.065279169652134e-08,3.045045342971247e-10,6.03482871622242e-08,3.355738842078787e-08
1226,0.2452,0.0,0.007811981309793328,5.2640847285218296e-08,6.598888070553039e-08,4.749229878076049e-10,6.551395771772277e-08,3.361919730873181e-08
1227,0.2454,0.0,0.007901401145127128,5.484920942770801e-08,7.02410386074003e-08,5.764200021769953e-10,6.966461860522329e-08,3.36829130257942e-08
1228,0.2456,0.0,0.007901382005322201,5.419819039841027e-08,6.9877608756873e-08,4.980260494240359e-10,6.937958270744895e-08,3.374626543157273e-08
1229,0.2458,0.0,0.008410103525679695,5.5893819742946385e-08,6.977174675353682e-08,5.917078863292414e-10,6.918003886720756e-08,3.38101055404188e-08
1230,0.246,0.0,0.008410053761365046,5.4738315440520556e-08,7.084410000344193e-08,5.997745793811436e-10,7.024432542406078e-08,3.38740856432058e-08
1231,0.2462,0.0,0.008410019445949712,5.60468051399079e-08,7.095861044453674e-08,5.565780758778779e-10,7.040203236865886e-08,3.393852809807705e-08
1232,0.2464,0.0,0.008011649996658186,5.7465048249835016e-08,7.189751772825476e-08,7.183248584967134e-10,7.117919286975803e-08,3.400358346185147e-08
1233,0.2466,0.0,0.00801156209028022,5.6603793546831896e-08,7.120404609493492e-08,3.7453811508642064e-10,7.082950797984849e-08,3.4068358228090084e-08
1234,0.2468,0.0,0.008011627626913948,5.816988306524037e-08,6.854245364569079e-08,4.557944945651771e-10,6.80866591511256e-08,3.413271725290132e-08
1235,0.247,0.0,0.008011724154214623,5.96302447860288e-08,6.897911920183835e-08,7.550211469652122e-10,6.822409805487312e-08,3.419768365568157e-08
1236,0.2472,0.0,0.008461048090271974,5.773227312281387e-08,7.109859547275324e-08,2.9314045284232144e-10,7.08054550199109e-08,3.426290121748718e-08
1237,0.2474,0.0,0.008461068668161608,5.8393248352390176e-08,7.11071953176429e-08,6.061197820509746e-10,7.050107553559191e-08,3.43283482600727e-08
1238,0.2476,0.0,0.008461040574167316,5.8151372443270316e-08,7.104895791607457e-08,7.763930767758314e-10,7.027256483929872e-08,3.439361676207875e-08
1239,0.2478,0.0,0.008943461403397373,5.743566774014058e-08,6.776126940879618e-08,3.1340177364912e-10,6.744786763514705e-08,3.445807534841653e-08
1240,0.248,0.0,0.008356449888759086,5.444312062298263e-08,6.93613260334249e-08,7.16647330431978e-10,6.86446787029929e-08,3.4522207458845437e-08
1241,0.2482,0.0,0.008356409522506368,5.3904618076829755e-08,6.850648943966932e-08,5.155482362377873e-10,6.799094120343152e-08,3.458605481109516e-08
1242,0.2484,0.0,0.00835646710870359,5.513060894760755e-08,6.89175851255959e-08,4.966022675415535e-10,6.842098285805433e-08,3.4650320704496955e-08
1243,0.2486,0.0,0.008356532871326766,5.63143426098638e-08,6.962819029792526e-08,5.54490973265851e-10,6.90736993246594e-08,3.471499127451181e-08
1244,0.2488,0.0,0.00835631372789372,5.2719926538808915e-08,6.667719032767846e-08,5.022304951762516e-10,6.61749598325022e-08,3.477822050800442e-08
1245,0.249,0.0,0.00835624761702076,5.098373524625606e-08,6.540714458697278e-08,6.325585750350596e-10,6.47745860119377e-08,3.48407360336225e-08
1246,0.2492,0.0,0.008356351769233751,5.2138824887689336e-08,6.700448227713993e-08,6.319349453738386e-10,6.637254733176607e-08,3.490400434846555e-08
1247,0.2494,0.0,0.00874876809700765,5.1201892961819076e-08,6.708934042768427e-08,7.887548213576914e-10,6.630058560632657e-08,3.4967107532487893e-08
1248,0.2496,0.0,0.008845392167494743,5.318183277236226e-08,6.555087936432335e-08,5.356843974697869e-10,6.501519496685355e-08,3.5030329292883696e-08
1249,0.2498,0.0,0.008156577899474157,5.2045615956827794e-08,6.897975600773069e-08,3.925428291618272e-10,6.858721317856885e-08,3.5094279389994704e-08
1250,0.25,0.0,0.008156605868066942,5.355632935622082e-08,6.705416505710769e-08,2.85160812567089e-10,6.676900424454059e-08,3.515817899191713e-08
1251,0.2502,0.0,0.008156615019926917,5.324437838180225e-08,7.023188599501397e-08,5.222302574217528e-10,6.97096557375922e-08,3.522283339202831e-08
1252,0.2504,0.0,0.008156612346845367,5.2707054336471696e-08,6.713474788943635e-08,3.1676058247097755e-10,6.681798730696536e-08,3.528665160937705e-08
1253,0.2506,0.0,0.008273041885190355,5.061794260998893e-08,6.479305646883705e-08,8.571029539216618e-10,6.393595351491536e-08,3.534914368079234e-08
1254,0.2508,0.0,0.009164569198306672,5.015458645244665e-08,6.700225057276022e-08,7.370488953810333e-10,6.626520167737918e-08,3.54123859594346e-08
1255,0.251,0.0,0.009164666730674136,5.110981411560106e-08,6.621556531545863e-08,5.02747515662362e-10,6.571281779979625e-08,3.547556486182504e-08
1256,0.2512,0.0,0.00916464504496849,5.169269555547692e-08,6.487944284063659e-08,2.678775524938682e-10,6.461156528814271e-08,3.553864249186026e-08
1257,0.2514,0.0,0.008104538446044012,5.130791760001922e-08,6.728213476705775e-08,5.509665793619692e-10,6.673116818769577e-08,3.5602423381856676e-08
1258,0.2516,0.0,0.009597823097435882,5.145660756896888e-08,6.393916338277978e-08,7.256671913413801e-10,6.321349619143839e-08,3.566539732068093e-08
1259,0.2518,0.0,0.010740001716329765,4.8732724315718913e-08,6.276796919305461e-08,3.572295114693098e-10,6.241073968158529e-08,3.572737213251142e-08
1260,0.252,0.0,0.010908556118848762,5.05259563554775e-08,6.593143632176355e-08,3.552832484597641e-10,6.557615307330377e-08,3.579075735474243e-08
1261,0.2522,0.0,0.010908567461101172,4.998557320564579e-08,6.410378354924493e-08,3.6256983101905367e-10,6.374121371822587e-08,3.5853617980005736e-08
1262,0.2524,0.0,0.01090858019391803,5.1074221584672174e-08,6.528407851013769e-08,5.870811963390757e-10,6.469699731379859e-08,3.5916740698151667e-08
1263,0.2526,0.0,0.01090857909760479,5.009757306956196e-08,6.790110747313346e-08,5.221920554003113e-10,6.737891541773314e-08,3.598073346713424e-08
1264,0.2528,0.0,0.010908584266018978,5.0781903426874876e-08,6.788212496987541e-08,5.471465586977506e-10,6.733497841117764e-08,3.6044957833985714e-08
1265,0.253,0.0,0.0144181786122018,5.187333414085103e-08,6.679945031952214e-08,4.739201043106195e-10,6.632553021521151e-08,3.6108956502394645e-08
1266,0.2532,0.0,0.01441796676679245,4.7985964610461104e-08,6.40439590230833e-08,6.712390680784431e-10,6.337271995500484e-08,3.617159769636008e-08
1267,0.2534,0.0,0.013189727360227948,4.899651057819726e-08,6.586882265756145e-08,1.3431834376030942e-09,6.452563921995834e-08,3.623499824704709e-08
1268,0.2536,0.0,0.01318969478992294,4.943226954747358e-08,6.543441436861836e-08,5.949709813317666e-10,6.483944338728658e-08,3.629848384723359e-08
1269,0.2538,0.0,0.012038648174830505,4.987305712122618e-08,6.595782752368681e-08,7.661146607914673e-10,6.519171286289533e-08,3.636226999291062e-08
1270,0.254,0.0,0.012038513131148022,4.7767526009614865e-08,6.211959143827548e-08,4.304891824695088e-10,6.168910225580597e-08,3.642456849520438e-08
1271,0.2542,0.0,0.01077031172316034,4.560413584114351e-08,5.877031072459078e-08,4.207523482617404e-10,5.834955837632903e-08,3.6485308808588826e-08
1272,0.2544,0.0,0.009602877614895755,4.4751106371955847e-08,5.884884534924735e-08,4.89134625234132e-10,5.835971072401321e-08,3.65459113874812e-08
1273,0.2546,0.0,0.009602884896369592,4.527284784504471e-08,5.963160181731744e-08,2.983204339799681e-10,5.933328138333746e-08,3.660691657103209e-08
1274,0.2548,0.0,0.009602811806335248,4.405420135079029e-08,5.861553396103014e-08,5.112286241931881e-10,5.810430533683695e-08,3.6667543661994766e-08
1275,0.255,0.0,0.009602931369694492,4.485415824707812e-08,5.58952384159939e-08,5.837584668660529e-10,5.531147994912784e-08,3.672746641220068e-08
1276,0.2552,0.0,0.00960296221475545,4.580738322582106e-08,5.8547127724420765e-08,7.603094576038008e-10,5.7786818266816955e-08,3.6788042767566737e-08
1277,0.2554,0.0,0.010751811677672262,4.4329743925585414e-08,6.008503134063941e-08,5.590385757101697e-10,5.952599276492923e-08,3.684908600100878e-08
1278,0.2556,0.0,0.010751907365650334,4.6755712636470065e-08,6.367933659457005e-08,8.029309192998936e-10,6.287640567527015e-08,3.691166667248003e-08
1279,0.2558,0.0,0.010751897228676666,4.636541136912164e-08,6.336352136769288e-08,5.550097492586606e-10,6.28085116184342e-08,3.697441665471798e-08
1280,0.256,0.0,0.010751930518672449,4.664723773174441e-08,6.26148743903935e-08,7.009447620739916e-10,6.19139296283195e-08,3.7036943062927766e-08
1281,0.2562,0.0,0.012553067117679317,4.860382410983518e-08,6.388076798619979e-08,4.042383625423862e-10,6.34765296236574e-08,3.710035576442802e-08
1282,0.2564,0.0,0.012553024360523137,4.871174939269766e-08,6.581630520506194e-08,7.771639521943898e-10,6.503914125286754e-08,3.716452473413075e-08
1283,0.2566,0.0,0.01255294503700371,4.823460298483239e-08,6.301451475995506e-08,4.355988067431131e-10,6.257891595321193e-08,3.722791514081972e-08
1284,0.2568,0.0,0.01135947328450242,4.9357817487746945e-08,6.488958700200522e-08,6.020481396277e-10,6.428753886237751e-08,3.7291811819004677e-08
1285,0.257,0.0,0.011359304535055336,4.698246128252879e-08,6.234745556047758e-08,3.96244946418713e-10,6.195121061405886e-08,3.7354615922792506e-08
1286,0.2572,0.0,0.011359243983134324,4.55069144646996e-08,6.317376008741703e-08,5.06363588361662e-10,6.266739649905536e-08,3.741750280946443e-08
1287,0.2574,0.0,0.011359232785754965,4.6110357160990826e-08,6.23752562009915e-08,5.572391892359733e-10,6.181801701175551e-08,3.748032470779048e-08
1288,0.2576,0.0,0.011359289820898143,4.786022990947436e-08,6.482719973633016e-08,3.1529480025511753e-10,6.451190493607502e-08,3.7544281410609725e-08
1289,0.2578,0.0,0.011359343068894152,4.875966774453834e-08,6.498269903394535e-08,8.822575237247988e-10,6.410044151022054e-08,3.7608559490395215e-08
1290,0.258,0.0,0.010125284036810102,4.607902174139683e-08,6.210400958883623e-08,5.3886348446846e-10,6.156514610436776e-08,3.767154010160623e-08
