step,radius,beta
803,1.4031923241224931e-08,0.0
804,1.4060557287848415e-08,0.0
805,1.4089694522611412e-08,0.0
806,1.4119127207211579e-08,0.0
807,1.4148488639705906e-08,0.0
808,1.417863952987617e-08,0.0
809,1.4208880292273135e-08,0.0
810,1.4239074411275378e-08,0.0
811,1.4269810521255593e-08,0.0
812,1.4302441343670878e-08,0.0
813,1.4335484325581354e-08,0.0
814,1.4368390749776184e-08,0.0
815,1.4401174412935004e-08,0.0
816,1.443314516182373e-08,0.0
817,1.446467838024045e-08,0.0
818,1.4495667886397502e-08,0.0
819,1.4527055364936683e-08,0.0
820,1.455872297354832e-08,0.0
821,1.459046134156923e-08,0.0
822,1.4621944075293262e-08,0.0
823,1.465311296065157e-08,0.0
824,1.468469352588327e-08,0.0
825,1.4716172187370826e-08,0.0
826,1.4748335903204043e-08,0.0
827,1.4780661067842261e-08,0.0
828,1.4812680966906235e-08,0.0
829,1.4844858679262909e-08,0.0
830,1.4877730204853094e-08,0.0
831,1.4910501494795147e-08,0.0
832,1.494253280145403e-08,0.0
833,1.497277564950561e-08,0.0
834,1.500238168387932e-08,0.0
835,1.5031906666393267e-08,0.0
836,1.5061698862015556e-08,0.0
837,1.5092560037451754e-08,0.0
838,1.5124030927567176e-08,0.0
839,1.515564039822667e-08,0.0
840,1.5187725378428693e-08,0.0
841,1.5220624666452038e-08,0.0
842,1.5254227823159415e-08,0.0
843,1.528812643476127e-08,0.0
844,1.5322189002345266e-08,0.0
845,1.53572991537629e-08,0.0
846,1.5393152285220782e-08,0.0
847,1.5428458503956997e-08,0.0
848,1.54631826262176e-08,0.0
849,1.5498381820970458e-08,0.0
850,1.5534002753769223e-08,0.0
851,1.5570313675023558e-08,0.0
852,1.560653331932172e-08,0.0
853,1.5642493489074028e-08,0.0
854,1.5678583986135544e-08,0.0
855,1.5713795536147634e-08,0.0
856,1.57486152133248e-08,0.0
857,1.578356854099102e-08,0.0
858,1.581828040218028e-08,0.0
859,1.5853040913956646e-08,0.0
860,1.5887421989954663e-08,0.0
861,1.5922560422886673e-08,0.0
862,1.595817212603739e-08,0.0
863,1.599387548223359e-08,0.0
864,1.6030382775796455e-08,0.0
865,1.6067300682892716e-08,0.0
866,1.6104105559928255e-08,0.0
867,1.61406110294894e-08,0.0
868,1.6176796337775978e-08,0.0
869,1.6213137572313933e-08,0.0
870,1.6249473003574642e-08,0.0
871,1.6286331306255622e-08,0.0
872,1.6323614775101967e-08,0.0
873,1.6360235790765814e-08,0.0
874,1.6397098446475093e-08,0.0
875,1.643459770688938e-08,0.0
876,1.6471133723146274e-08,0.0
877,1.650759924235618e-08,0.0
878,1.654503463557371e-08,0.0
879,1.6583345146992997e-08,0.0
880,1.6621046149156373e-08,0.0
881,1.6658660501135203e-08,0.0
882,1.6696807171751576e-08,0.0
883,1.6736605098952423e-08,0.0
884,1.6775748029670525e-08,0.0
885,1.6813818813077033e-08,0.0
886,1.6851709411380937e-08,0.0
887,1.6890257813142177e-08,0.0
888,1.6929500280972597e-08,0.0
889,1.6968522085392126e-08,0.0
890,1.700812580809542e-08,0.0
891,1.7047402035907063e-08,0.0
892,1.708574648505069e-08,0.0
893,1.712323473595855e-08,0.0
894,1.7161246636676516e-08,0.0
895,1.7199593522832133e-08,0.0
896,1.7238647632184638e-08,0.0
897,1.7277611077970587e-08,0.0
898,1.7315664749416708e-08,0.0
899,1.7353537391065294e-08,0.0
900,1.7391132728243597e-08,0.0
901,1.7429059053000783e-08,0.0
902,1.7468407881483172e-08,0.0
903,1.750935302981611e-08,0.0
904,1.7549290914889713e-08,0.0
905,1.7588562557794627e-08,0.0
906,1.762803130834025e-08,0.0
907,1.766783085162281e-08,0.0
908,1.7707501583832337e-08,0.0
909,1.7747853090979403e-08,0.0
910,1.7788771773293175e-08,0.0
911,1.782859075026207e-08,0.0
912,1.7868128349329297e-08,0.0
913,1.79075669939728e-08,0.0
914,1.7947287130971554e-08,0.0
915,1.7987379456464923e-08,0.0
916,1.802753242051588e-08,0.0
917,1.8067681225171994e-08,0.0
918,1.8107295805517357e-08,0.0
919,1.8146591495276823e-08,0.0
920,1.818679578325139e-08,0.0
921,1.8227331226326318e-08,0.0
922,1.826827217715625e-08,0.0
923,1.8309777195475214e-08,0.0
924,1.8351818792354055e-08,0.0
925,1.8393456741358223e-08,0.0
926,1.8434212764933762e-08,0.0
927,1.8475072592915342e-08,0.0
928,1.8516272617036734e-08,0.0
929,1.8557214517832e-08,0.0
930,1.8598243446180644e-08,0.0
931,1.8638636061495716e-08,0.0
932,1.86783201763368e-08,0.0
933,1.871776342522807e-08,0.0
934,1.8757287311486754e-08,0.0
935,1.8796802416194743e-08,0.0
936,1.8835768620951902e-08,0.0
937,1.8873656298055995e-08,0.0
938,1.891088292557611e-08,0.0
939,1.894814139231597e-08,0.0
940,1.898626052320654e-08,0.0
941,1.9024352007341862e-08,0.0
942,1.9062336630185297e-08,0.0
943,1.9099266415637985e-08,0.0
944,1.9136750416279657e-08,0.0
945,1.9175277498730372e-08,0.0
946,1.9214751467252163e-08,0.0
947,1.9255029826558002e-08,0.0
948,1.9294814513573915e-08,0.0
949,1.9333377358891267e-08,0.0
950,1.937181362912498e-08,0.0
951,1.9409975707572117e-08,0.0
952,1.944842923464234e-08,0.0
953,1.9487467773945456e-08,0.0
954,1.952680478503394e-08,0.0
955,1.9565969071218e-08,0.0
956,1.960533589077091e-08,0.0
957,1.9644462524262316e-08,0.0
958,1.9682822412379583e-08,0.0
959,1.9721338753550428e-08,0.0
960,1.975972257413958e-08,0.0
961,1.979836467498929e-08,0.0
962,1.9837417015073565e-08,0.0
963,1.9876960885481692e-08,0.0
964,1.991606653107587e-08,0.0
965,1.9955433298765552e-08,0.0
966,1.9995537000329744e-08,0.0
967,2.0036549802914407e-08,0.0
968,2.007741494606566e-08,0.0
969,2.011797715946676e-08,0.0
970,2.0158842265285774e-08,0.0
971,2.019936435556096e-08,0.0
972,2.0240040089279444e-08,0.0
973,2.0280418852386905e-08,0.0
974,2.032201986101626e-08,0.0
975,2.036333806436696e-08,0.0
976,2.0404178691623054e-08,0.0
977,2.0444763211346026e-08,0.0
978,2.0486387242668712e-08,0.0
979,2.0528387162223745e-08,0.0
980,2.057160801863042e-08,0.0
981,2.061405863548797e-08,0.0
982,2.0656865004876406e-08,0.0
983,2.069930965792231e-08,0.0
984,2.0741576029180456e-08,0.0
985,2.0783459356157587e-08,0.0
986,2.0825262544227778e-08,0.0
987,2.0867204852357085e-08,0.0
988,2.090881402628921e-08,0.0
989,2.0951468207246076e-08,0.0
990,2.0994091181118334e-08,0.0
991,2.1036454141444156e-08,0.0
992,2.1079492730026093e-08,0.0
993,2.1122178353815167e-08,0.0
994,2.1164782360610825e-08,0.0
995,2.1207490140900185e-08,0.0
996,2.1250310117760997e-08,0.0
997,2.129416693006367e-08,0.0
998,2.1337478497732943e-08,0.0
999,2.1379542513772962e-08,0.0
1000,2.1421081772372886e-08,0.0
1001,2.1463229056672336e-08,0.0
1002,2.1505519164014142e-08,0.0
1003,2.1548127633715597e-08,0.0
1004,2.1590674442707815e-08,0.0
1005,2.1633430408287785e-08,0.0
1006,2.167593020969138e-08,0.0
1007,2.1718631127979468e-08,0.0
1008,2.1761137308156753e-08,0.0
1009,2.1803743146211527e-08,0.0
1010,2.184616029925442e-08,0.0
1011,2.1888095639907674e-08,0.0
1012,2.192985694845288e-08,0.0
1013,2.1972596690698605e-08,0.0
1014,2.2015636765647173e-08,0.0
1015,2.2058515953928396e-08,0.0
1016,2.210085937551108e-08,0.0
1017,2.2143385901941807e-08,0.0
1018,2.2185595956351497e-08,0.0
1019,2.2228565033044787e-08,0.0
1020,2.2271184989069583e-08,0.0
1021,2.2313815598614636e-08,0.0
1022,2.2355616749099268e-08,0.0
1023,2.239755090155401e-08,0.0
1024,2.2439930014469862e-08,0.0
1025,2.248295637602725e-08,0.0
1026,2.2526267837040786e-08,0.0
1027,2.257029261286184e-08,0.0
1028,2.261472499753477e-08,0.0
1029,2.2659074094538633e-08,0.0
1030,2.2703742411989725e-08,0.0
1031,2.2749322921767208e-08,0.0
1032,2.2795084689602484e-08,0.0
1033,2.2842472186636972e-08,0.0
1034,2.2890121626298028e-08,0.0
1035,2.293689890412276e-08,0.0
1036,2.29830317962638e-08,0.0
1037,2.302922516241652e-08,0.0
1038,2.307569245462123e-08,0.0
1039,2.3121798224101415e-08,0.0
1040,2.316839528488609e-08,0.0
1041,2.3215147413020336e-08,0.0
1042,2.3263178260984584e-08,0.0
1043,2.3310810415260396e-08,0.0
1044,2.335819709317126e-08,0.0
1045,2.3404956119634235e-08,0.0
1046,2.3451228869313463e-08,0.0
1047,2.349724255583233e-08,0.0
1048,2.3543012390966564e-08,0.0
1049,2.3589021876124473e-08,0.0
1050,2.3634924719590695e-08,0.0
1051,2.368048791979168e-08,0.0
1052,2.3726320508013046e-08,0.0
1053,2.37726381447715e-08,0.0
1054,2.3818939643910344e-08,0.0
1055,2.3865431115406307e-08,0.0
1056,2.3911797372930965e-08,0.0
1057,2.3958406629457823e-08,0.0
1058,2.400536149000762e-08,0.0
1059,2.405092665367517e-08,0.0
1060,2.409554105685468e-08,0.0
1061,2.414073206373539e-08,0.0
1062,2.4184573583935717e-08,0.0
1063,2.4228207929965877e-08,0.0
1064,2.4272268708109727e-08,0.0
1065,2.43173841242152e-08,0.0
1066,2.4362850574879888e-08,0.0
1067,2.4409088982270157e-08,0.0
1068,2.4455792886324017e-08,0.0
1069,2.4503072987254756e-08,0.0
1070,2.4550710110744412e-08,0.0
1071,2.4598042539395365e-08,0.0
1072,2.4645243219156833e-08,0.0
1073,2.4692428549415326e-08,0.0
1074,2.473949314714992e-08,0.0
1075,2.478834646130936e-08,0.0
1076,2.483711111571365e-08,0.0
1077,2.4886831863875994e-08,0.0
1078,2.493687529619e-08,0.0
1079,2.4987947983624605e-08,0.0
1080,2.503876395265473e-08,0.0
1081,2.508969442196746e-08,0.0
1082,2.514122096605176e-08,0.0
1083,2.519366891916418e-08,0.0
1084,2.524602403462694e-08,0.0
1085,2.5298428850853473e-08,0.0
1086,2.5350488714205944e-08,0.0
1087,2.5401820016224122e-08,0.0
1088,2.545352559383346e-08,0.0
1089,2.5504485275471453e-08,0.0
1090,2.5555994526359206e-08,0.0
1091,2.560740759857749e-08,0.0
1092,2.5658406801774383e-08,0.0
1093,2.571010093625555e-08,0.0
1094,2.576174847332284e-08,0.0
1095,2.581349529761003e-08,0.0
1096,2.5866358549416585e-08,0.0
1097,2.5919763809769222e-08,0.0
1098,2.5973345032813717e-08,0.0
1099,2.6026430853786727e-08,0.0
1100,2.6079742183140405e-08,0.0
1101,2.613301353695548e-08,0.0
1102,2.6187466107950992e-08,0.0
1103,2.6242844905358417e-08,0.0
1104,2.6298319177662362e-08,0.0
1105,2.6353617234353525e-08,0.0
1106,2.6410318281559444e-08,0.0
1107,2.6466544531243075e-08,0.0
1108,2.6522305196643528e-08,0.0
1109,2.6578858259349127e-08,0.0
1110,2.6636102993404827e-08,0.0
1111,2.6693365272297865e-08,0.0
1112,2.6750726973824417e-08,0.0
1113,2.6808261475994008e-08,0.0
1114,2.686647494155606e-08,0.0
1115,2.69240105694675e-08,0.0
1116,2.6980861819789026e-08,0.0
1117,2.7037615831146282e-08,0.0
1118,2.7094906038403612e-08,0.0
1119,2.7152033309832775e-08,0.0
1120,2.720883573507182e-08,0.0
1121,2.7266643192307486e-08,0.0
1122,2.7325127492329542e-08,0.0
1123,2.7384321961543783e-08,0.0
1124,2.744251184662804e-08,0.0
1125,2.7501175143142972e-08,0.0
1126,2.755999256554665e-08,0.0
1127,2.761828375267473e-08,0.0
1128,2.7677260785380735e-08,0.0
1129,2.7736607871924644e-08,0.0
1130,2.7796109816111617e-08,0.0
1131,2.7855280390012678e-08,0.0
1132,2.7914712152642163e-08,0.0
1133,2.7973986294316118e-08,0.0
1134,2.8033870385070994e-08,0.0
1135,2.809434676860326e-08,0.0
1136,2.8154085189438474e-08,0.0
1137,2.8215123064089634e-08,0.0
1138,2.8275977686449672e-08,0.0
1139,2.83368331480586e-08,0.0
1140,2.8398215649899813e-08,0.0
1141,2.8459831466860497e-08,0.0
1142,2.852089192607742e-08,0.0
1143,2.8581420035276038e-08,0.0
1144,2.8641603145957467e-08,0.0
1145,2.8701643225725668e-08,0.0
1146,2.8762421830560686e-08,0.0
1147,2.8823743155777768e-08,0.0
1148,2.8885775649861543e-08,0.0
1149,2.894708957716283e-08,0.0
1150,2.9009064295058765e-08,0.0
1151,2.907011899205792e-08,0.0
1152,2.9130657444313976e-08,0.0
1153,2.9191302652171373e-08,0.0
1154,2.9251691003677036e-08,0.03
1155,2.931169329490883e-08,0.0
1156,2.9371619209730517e-08,0.0
1157,2.9432292291255292e-08,0.0
1158,2.9493247139709728e-08,0.0
1159,2.9554239422284042e-08,0.0
1160,2.961605797323012e-08,0.0
1161,2.96787463872622e-08,0.0
1162,2.974314239102539e-08,0.0
1163,2.9806869681830174e-08,0.0
1164,2.9869141269139984e-08,0.0
1165,2.993044111391599e-08,0.0
1166,2.999134611133314e-08,0.0
1167,3.005192833663948e-08,0.0
1168,3.011289315514553e-08,0.0
1169,3.017349898339855e-08,0.0
1170,3.023432782078768e-08,0.0
1171,3.02950551582856e-08,0.0
1172,3.035593019995677e-08,0.0
1173,3.0417499124042996e-08,0.0
1174,3.0479444379592535e-08,0.0
1175,3.0540359650041e-08,0.0
1176,3.060203610590039e-08,0.0
1177,3.066433230960689e-08,0.0
1178,3.072578248424402e-08,0.0
1179,3.078751186976087e-08,0.0
1180,3.08486196709876e-08,0.0
1181,3.09097158819477e-08,0.0
1182,3.097123699290091e-08,0.0
1183,3.1033161253447934e-08,0.0
1184,3.109499032450769e-08,0.0
1185,3.1157153033332915e-08,0.0
1186,3.1220729811199094e-08,0.0
1187,3.128277731924546e-08,0.0
1188,3.1344721973793864e-08,0.0
1189,3.140509414919476e-08,0.0
1190,3.146514913637272e-08,0.0
1191,3.152575802094889e-08,0.0
1192,3.158722658167328e-08,0.0
1193,3.16481729350202e-08,0.0
1194,3.170774191378913e-08,0.0
1195,3.1767219636471895e-08,0.0
1196,3.1828533876787143e-08,0.0
1197,3.189057843005516e-08,0.0
1198,3.195244473846582e-08,0.0
1199,3.201456784380683e-08,0.0
1200,3.2078202295949516e-08,0.0
1201,3.2141737418180315e-08,0.0
1202,3.2204373510297115e-08,0.1
1203,3.226594760480843e-08,0.0
1204,3.232807463847896e-08,0.0
1205,3.239004748008782e-08,0.0
1206,3.245297544833456e-08,0.0
1207,3.25171953676229e-08,0.0
1208,3.258112167816441e-08,0.0
1209,3.264480961020599e-08,0.0
1210,3.27075456350288e-08,0.0
1211,3.276930174771816e-08,0.0
1212,3.2830312050345346e-08,0.0
1213,3.2891475356026724e-08,0.0
1214,3.295380450853634e-08,0.0
1215,3.3016383090633494e-08,0.0
1216,3.307845458955838e-08,0.0
1217,3.313939148994381e-08,0.0
1218,3.3199200430942354e-08,0.0
1219,3.3258795526780786e-08,0.0
1220,3.331860172450837e-08,0.0
1221,3.337858956236293e-08,0.0
1222,3.34384295836979e-08,0.0
1223,3.3497723898077e-08,0.0
1224,3.355738842078787e-08,0.0
1225,3.361919730873181e-08,0.0
1226,3.36829130257942e-08,0.0
1227,3.374626543157273e-08,0.0
1228,3.38101055404188e-08,0.0
1229,3.38740856432058e-08,0.0
1230,3.393852809807705e-08,0.0
1231,3.400358346185147e-08,0.0
1232,3.4068358228090084e-08,0.0
1233,3.413271725290132e-08,0.0
1234,3.419768365568157e-08,0.0
1235,3.426290121748718e-08,0.0
1236,3.43283482600727e-08,0.0
1237,3.439361676207875e-08,0.0
1238,3.445807534841653e-08,0.0
1239,3.4522207458845437e-08,0.0
1240,3.458605481109516e-08,0.0
1241,3.4650320704496955e-08,0.0
1242,3.471499127451181e-08,0.0
1243,3.477822050800442e-08,0.0
1244,3.48407360336225e-08,0.0
1245,3.490400434846555e-08,0.0
1246,3.4967107532487893e-08,0.0
1247,3.5030329292883696e-08,0.0
1248,3.5094279389994704e-08,0.0
1249,3.515817899191713e-08,0.0
1250,3.522283339202831e-08,0.0
1251,3.528665160937705e-08,0.0
1252,3.534914368079234e-08,0.0
1253,3.54123859594346e-08,0.0
1254,3.547556486182504e-08,0.0
1255,3.553864249186026e-08,0.0
1256,3.5602423381856676e-08,0.0
1257,3.566539732068093e-08,0.0
1258,3.572737213251142e-08,0.0
1259,3.579075735474243e-08,0.0
1260,3.5853617980005736e-08,0.0
1261,3.5916740698151667e-08,0.0
1262,3.598073346713424e-08,0.0
1263,3.6044957833985714e-08,0.0
1264,3.6108956502394645e-08,0.0
1265,3.617159769636008e-08,0.0
1266,3.623499824704709e-08,0.0
1267,3.629848384723359e-08,0.0
1268,3.636226999291062e-08,0.0
1269,3.642456849520438e-08,0.0
1270,3.6485308808588826e-08,0.0
1271,3.65459113874812e-08,0.0
1272,3.660691657103209e-08,0.0
1273,3.6667543661994766e-08,0.0
1274,3.672746641220068e-08,0.0
1275,3.6788042767566737e-08,0.0
1276,3.684908600100878e-08,0.0
1277,3.691166667248003e-08,0.0
1278,3.697441665471798e-08,0.0
1279,3.7036943062927766e-08,0.0
1280,3.710035576442802e-08,0.0
1281,3.716452473413075e-08,0.0
1282,3.722791514081972e-08,0.0
1283,3.7291811819004677e-08,0.0
1284,3.7354615922792506e-08,0.0
1285,3.741750280946443e-08,0.0
1286,3.748032470779048e-08,0.0
1287,3.7544281410609725e-08,0.0
1288,3.7608559490395215e-08,0.0
1289,3.767154010160623e-08,0.0
1290,3.7734662991230524e-08,0.0
1291,3.779692235984974e-08,0.0
1292,3.786032112823452e-08,0.0
1293,3.7923919033116765e-08,0.0
1294,3.7987058257763633e-08,0.0
1295,3.805125905273431e-08,0.0
1296,3.811467926576553e-08,0.0
1297,3.8177877473588366e-08,0.0
1298,3.8240745983425666e-08,0.0
1299,3.8302991793550793e-08,0.0
1300,3.83654380500234e-08,0.0
1301,3.842904470426286e-08,0.0
1302,3.8494480187261595e-08,0.0
1303,3.855915659423598e-08,0.0
1304,3.862328752989198e-08,0.0
1305,3.8687377475542394e-08,0.0
1306,3.8752453343498724e-08,0.0
1307,3.88183308154695e-08,0.0
1308,3.888289283619477e-08,0.0
1309,3.894804337414027e-08,0.0
1310,3.901257298097354e-08,0.0
1311,3.9077267899825456e-08,0.0
1312,3.914296822722955e-08,0.0
1313,3.920857249546917e-08,0.0
1314,3.927396467731827e-08,0.0
1315,3.9339980688817966e-08,0.0
1316,3.94065177001734e-08,0.0
1317,3.947431815215809e-08,0.0
1318,3.954202931097799e-08,0.0
1319,3.961019137587158e-08,0.0
1320,3.9678049616671225e-08,0.0
1321,3.974401255721612e-08,0.03
1322,3.980937412013585e-08,0.0
1323,3.987474531436838e-08,0.0
1324,3.994182065789796e-08,0.0
1325,4.0008607097076985e-08,0.0
1326,4.007416161219818e-08,0.0
1327,4.01404709588042e-08,0.0
1328,4.0205300341289875e-08,0.0
1329,4.0268974582345607e-08,0.0
1330,4.033212073687419e-08,0.0
1331,4.039523869510034e-08,0.03
1332,4.045828883682724e-08,0.0
1333,4.0522783644207585e-08,0.0
1334,4.058851514085375e-08,0.0
1335,4.06549143886867e-08,0.0
1336,4.072172482434516e-08,0.0
1337,4.0788723025425795e-08,0.0
1338,4.085696843326755e-08,0.0
1339,4.092536337599148e-08,0.03
1340,4.099439625207127e-08,0.0
1341,4.106393469897734e-08,0.0
1342,4.1134276449282413e-08,0.0
1343,4.120477870421871e-08,0.0
1344,4.1274777964704044e-08,0.0
1345,4.134464153214826e-08,0.0
1346,4.141469202296045e-08,0.0
1347,4.148501861933241e-08,0.0
1348,4.155594151294503e-08,0.0
1349,4.1626479824034225e-08,0.0
1350,4.16986155570157e-08,0.0
1351,4.1772129488322855e-08,0.0
1352,4.1846265363515146e-08,0.0
1353,4.1920119821532315e-08,0.0
1354,4.1994397643512373e-08,0.0
1355,4.2068305107983384e-08,0.0
1356,4.214224633320062e-08,0.0
1357,4.221644951191808e-08,0.0
1358,4.229060246816862e-08,0.0
1359,4.236445834996234e-08,0.0
1360,4.243891884618761e-08,0.0
1361,4.251280649736955e-08,0.0
1362,4.2586197190391766e-08,0.0
1363,4.266113548156332e-08,0.0
1364,4.273598617011699e-08,0.0
1365,4.2811475271695103e-08,0.0
1366,4.288772925901592e-08,0.0
1367,4.29635524740742e-08,0.0
1368,4.303892865794875e-08,0.0
1369,4.311298299834199e-08,0.0
1370,4.3187660573959696e-08,0.0
1371,4.3263208110593335e-08,0.0
1372,4.333860013295296e-08,0.0
1373,4.3414592285578784e-08,0.03
1374,4.349029822834902e-08,0.0
1375,4.356632204114683e-08,0.0
1376,4.3643011661022635e-08,0.0
1377,4.3720073450445633e-08,0.0
1378,4.379640340471493e-08,0.0
1379,4.387248668227152e-08,0.0
1380,4.394819089987926e-08,0.0
1381,4.4024818823176556e-08,0.0
1382,4.410163313424624e-08,0.0
1383,4.417761120268046e-08,0.0
1384,4.425466585681404e-08,0.0
1385,4.433191435036616e-08,0.0
1386,4.440995638807022e-08,0.0
1387,4.4486948018818964e-08,0.03
1388,4.456324697385673e-08,0.0
1389,4.46407083864806e-08,0.0
1390,4.4718986337370186e-08,0.0
1391,4.4797612756526806e-08,0.0
1392,4.487703447036862e-08,0.0
1393,4.49558001637807e-08,0.0
1394,4.503501460700109e-08,0.01
1395,4.5113679281954315e-08,0.0
1396,4.519136083188848e-08,0.0
1397,4.526935035007163e-08,0.0
1398,4.5347453263492744e-08,0.0
1399,4.542544363922905e-08,0.0
1400,4.550302572176323e-08,0.0
1401,4.5580240250240974e-08,0.0
1402,4.5657520771569204e-08,0.0
1403,4.573601263255165e-08,0.0
1404,4.581566834159366e-08,0.0
1405,4.5895242602856774e-08,0.0
1406,4.5973749172842315e-08,0.0
1407,4.605161351246546e-08,0.0
1408,4.613023510659776e-08,0.0
1409,4.620935966206418e-08,0.0
1410,4.628822541382264e-08,0.0
1411,4.63670272518733e-08,0.0
1412,4.644621683075686e-08,0.0
1413,4.6526395087968156e-08,0.0
1414,4.6608077217199945e-08,0.0
1415,4.669066436030075e-08,0.0
1416,4.6774081532491784e-08,0.0
1417,4.685832991020801e-08,0.0
1418,4.694240174494938e-08,0.0
1419,4.702699725606967e-08,0.0
1420,4.710975987188736e-08,0.0
1421,4.719255285529431e-08,0.0
1422,4.727461880389504e-08,0.0
1423,4.7355055551841195e-08,0.03
1424,4.743658354410276e-08,0.0
1425,4.751754203542538e-08,0.0
1426,4.7597915775622594e-08,0.0
1427,4.7678826098002464e-08,0.0
1428,4.776074155189475e-08,0.0
1429,4.7843814618921126e-08,0.0
1430,4.792660545635588e-08,0.0
1431,4.800883149736254e-08,0.0
1432,4.8091057897259816e-08,0.0
1433,4.817355024613274e-08,0.0
1434,4.8255827193781656e-08,0.0
1435,4.833854138228311e-08,0.0
1436,4.842239613299233e-08,0.0
1437,4.8506195303357535e-08,0.0
1438,4.8591184200405045e-08,0.0
1439,4.8675978402684563e-08,0.0
1440,4.875977972427022e-08,0.0
1441,4.8844733833260135e-08,0.0
1442,4.8930441770473544e-08,0.0
1443,4.9015441746226865e-08,0.03
1444,4.910077526147474e-08,0.0
1445,4.918754559791536e-08,0.0
1446,4.927396188880812e-08,0.0
1447,4.935966705160097e-08,0.0
1448,4.944515137410944e-08,0.0
1449,4.9530429216803815e-08,0.0
1450,4.961482162611236e-08,0.0
1451,4.969915434103087e-08,0.0
1452,4.978478262342096e-08,0.0
1453,4.987068024059169e-08,0.01
1454,4.995713495102264e-08,0.0
1455,5.0042968945488844e-08,0.0
1456,5.012924816039968e-08,0.0
1457,5.0216621649275166e-08,0.0
1458,5.030337115546871e-08,0.0
1459,5.0389592988716696e-08,0.0
1460,5.047530069357035e-08,0.0
1461,5.056270971531591e-08,0.0
1462,5.064879222626929e-08,0.0
1463,5.073464032153522e-08,0.0
1464,5.082093780107867e-08,0.0
1465,5.0907029099692224e-08,0.0
1466,5.0993163040941875e-08,0.0
1467,5.108021112905169e-08,0.0
1468,5.116724473081626e-08,0.0
1469,5.125350569815959e-08,0.0
1470,5.1340841121652515e-08,0.0
1471,5.142579649231419e-08,0.0
1472,5.151134878080953e-08,0.0
1473,5.1598414290276976e-08,0.0
1474,5.168634699473438e-08,0.0
1475,5.1772424360903684e-08,0.0
1476,5.185849699164588e-08,0.0
1477,5.1945434936809545e-08,0.0
1478,5.203276575680122e-08,0.0
1479,5.2119050111722965e-08,0.0
1480,5.220665374453845e-08,0.0
1481,5.2292692144244124e-08,0.0
1482,5.237951854202001e-08,0.0
1483,5.246662385593561e-08,0.0
1484,5.255437631108742e-08,0.0
1485,5.264416704314862e-08,0.0
1486,5.273479302387382e-08,0.0
1487,5.2826050169732964e-08,0.0
1488,5.291729744931611e-08,0.0
1489,5.300798370577617e-08,0.01
1490,5.309870054340418e-08,0.0
1491,5.318837339781289e-08,0.0
1492,5.3278025271212605e-08,0.0
1493,5.336817428349966e-08,0.0
1494,5.345829338213596e-08,0.0
1495,5.3548921048057714e-08,0.0
1496,5.364121427840116e-08,0.0
1497,5.37339904988273e-08,0.0
1498,5.382567829293712e-08,0.0
1499,5.391743097762896e-08,0.0
1500,5.400862944423741e-08,0.0
1501,5.409938918121334e-08,0.0
1502,5.4189456139122954e-08,0.0
1503,5.4280147446792394e-08,0.0
1504,5.4369670459936234e-08,0.0
1505,5.445937204416831e-08,0.0
1506,5.455007996738656e-08,0.0
1507,5.464265744989835e-08,0.0
1508,5.473533270295238e-08,0.0
1509,5.4829337080501746e-08,0.0
1510,5.4922868647524315e-08,0.0
1511,5.5016806675946195e-08,0.0
1512,5.510961347043864e-08,0.0
1513,5.5202115759238234e-08,0.0
1514,5.529421544392237e-08,0.0
1515,5.538654383824989e-08,0.0
1516,5.5478910333246625e-08,0.0
1517,5.557074363807659e-08,0.0
1518,5.5662902091673855e-08,0.0
1519,5.5755499318985106e-08,0.0
1520,5.5847404734488606e-08,0.0
1521,5.594055087401603e-08,0.0
1522,5.603314213890903e-08,0.0
1523,5.612620536852265e-08,0.0
1524,5.6219573236059654e-08,0.0
1525,5.6312990250856e-08,0.0
1526,5.640718921951656e-08,0.0
1527,5.650203734385949e-08,0.0
1528,5.6595057720890465e-08,0.0
1529,5.668854617147223e-08,0.0
1530,5.678265081972154e-08,0.0
1531,5.687831554854325e-08,0.0
1532,5.697476015223993e-08,0.0
1533,5.707085440311311e-08,0.0
1534,5.7169292588443775e-08,0.0
1535,5.7266651011938066e-08,0.0
1536,5.736372625922493e-08,0.0
1537,5.745981159590855e-08,0.0
1538,5.755593034158011e-08,0.0
1539,5.765104142630418e-08,0.0
1540,5.7745757871087206e-08,0.0
1541,5.7840666606773734e-08,0.0
1542,5.793496744990769e-08,0.0
1543,5.803061920807424e-08,0.0
1544,5.8125423909234056e-08,0.0
1545,5.82205183495187e-08,0.0
1546,5.8316988623883475e-08,0.03
1547,5.841417915240611e-08,0.0
1548,5.851122181542597e-08,0.0
1549,5.8607881240607e-08,0.0
1550,5.870376526832482e-08,0.0
1551,5.879914773004081e-08,0.0
1552,5.8894256059656345e-08,0.0
1553,5.899017457405279e-08,0.0
1554,5.908618609192034e-08,0.0
1555,5.9183789444169835e-08,0.0
1556,5.9280907040241285e-08,0.0
1557,5.9377443788586657e-08,0.0
1558,5.947377849275388e-08,0.0
1559,5.957129079702091e-08,0.0
1560,5.96684689674631e-08,0.0
1561,5.976607316523749e-08,0.0
1562,5.986280155149585e-08,0.0
1563,5.995990168848064e-08,0.0
1564,6.005841437847597e-08,0.0
1565,6.015809701951549e-08,0.0
1566,6.025757378671278e-08,0.0
1567,6.035813382920223e-08,0.0
1568,6.045795202018159e-08,0.0
1569,6.055733854706687e-08,0.0
