step,time,radius,rate,smooth_rate,perturb_rate,gate_rate,gate_forcing,eta,eta_smooth,eta_gate,attempts
6817,1.3634000000000002,0.00011841921758143147,3.0486536928987684,2.1009765262647333,0.9476771665340353,1.0,7.566233910367382e-05,4.892639427255663e-05,2.019593565327438e-06,4.690680070722919e-05,1
6818,1.3636000000000001,0.0001185412375372092,3.0499096945748794,2.1009745405995854,0.9489351538752938,1.0,7.569990843509083e-05,5.456567601083801e-05,7.909183301069615e-06,4.665649270976839e-05,1
6819,1.3638000000000001,0.00011866238429907738,3.0516212672723055,2.1009725198640474,0.950648747308258,1.0,7.569397587328096e-05,4.951024156859518e-05,4.041061265844086e-06,4.546918030275109e-05,1
6820,1.364,0.00011878457307151337,3.0516213396087313,2.1009704777190032,0.9506508617897281,1.0,7.566002044465189e-05,5.426128981975976e-05,7.806255523203761e-06,4.6455034296556e-05,1
6821,1.3642,0.00011890661223710936,3.0516400487398636,2.100968405340052,0.9506716432998116,1.0,7.564785606476511e-05,5.3028436897914976e-05,6.407082965380464e-06,4.662135393253451e-05,1
6822,1.3644,0.00011902913477323595,3.051673742006313,2.1009663075905083,0.9507074343158046,1.0,7.567895471821894e-05,5.4914744620772204e-05,8.843688392221065e-06,4.607105622855114e-05,1
6823,1.3646,0.00011915012769799905,3.0516883054733928,2.100964170858867,0.9507241345145258,1.0,7.569165535981098e-05,4.675892978554065e-05,4.203556145328887e-06,4.255537364021176e-05,1
6824,1.3648,0.00011927181721471033,3.052678406407815,2.100962010270091,0.9517163960377241,1.0,7.580587579219081e-05,4.951800160023399e-05,7.650460908165886e-06,4.186754069206811e-05,1
6825,1.365,0.00011939355396654448,3.0527322374391668,2.100959820769868,0.9517724165692986,1.0,7.595582221121106e-05,4.9104542816125486e-05,6.104077582912202e-06,4.3000465233213284e-05,1
6826,1.3652,0.0001195142555614753,3.0531862757230868,2.100957595740795,0.9522286798822918,1.0,7.603992970484541e-05,4.329914503161217e-05,2.0771435396232333e-06,4.122200149198893e-05,1
6827,1.3654000000000002,0.00011963599493610745,3.053630402865076,2.1009553495897175,0.9526750531753584,1.0,7.600162676145299e-05,4.798191100866147e-05,7.172139925265228e-06,4.0809771083396246e-05,1
6828,1.3656000000000001,0.00011975685274337179,3.0536445526070377,2.100953068212919,0.9526914842941185,1.0,7.601608649608293e-05,4.306622086346919e-05,3.6023296887753506e-06,3.946389117469384e-05,1
6829,1.3658000000000001,0.00011987807505077498,3.0537158764800574,2.100950760922464,0.9527651154575935,1.0,7.591347272491625e-05,4.4492136214806416e-05,4.3669499622559905e-06,4.0125186252550424e-05,1
6830,1.366,0.00011999998218160542,3.053783698232576,2.100948429324224,0.9528352688083517,1.0,7.590398057998927e-05,4.7424822376866595e-05,7.258718387837807e-06,4.016610398902879e-05,1
6831,1.3662,0.00012012233782598241,3.0541948891756214,2.100946071669723,0.9532488174058984,1.0,7.576701221355281e-05,4.925989631556459e-05,6.597480743374037e-06,4.266241557219056e-05,1
6832,1.3664,0.00012024537256749953,3.0547234816395035,2.1009436897827145,0.9537797917567891,1.0,7.565369304868443e-05,5.220774287087162e-05,8.245795162346388e-06,4.396194770852523e-05,1
6833,1.3666,0.0001203684088081433,3.0547948989467657,2.100941279092526,0.9538536197542397,1.0,7.568102742575147e-05,5.168043723910145e-05,7.864734643475847e-06,4.3815702595625606e-05,1
6834,1.3668,0.00012049097864188916,3.054844239537903,2.100938836418962,0.9539054030189412,1.0,7.563189320118915e-05,4.8893653645519825e-05,2.639507355419372e-06,4.625414629010045e-05,1
6835,1.367,0.00012061463022078972,3.0559604977197004,2.100936372746735,0.9550241248729651,1.0,7.577761448629345e-05,5.352289565564287e-05,6.691567606602388e-06,4.683132804904049e-05,1
6836,1.3672,0.00012073905300457645,3.0560067349441784,2.100933885132755,0.9550728497114235,1.0,7.592290614107294e-05,5.672495897326755e-05,7.93544977116172e-06,4.878950920210583e-05,1
6837,1.3674000000000002,0.0001208636058849886,3.0561065123533204,2.1009313698841625,0.9551751423691581,1.0,7.590669946961491e-05,5.687467207952977e-05,8.057007179440662e-06,4.8817664900089106e-05,1
6838,1.3676000000000001,0.00012098861093832917,3.056186251951849,2.1009288286531063,0.955257423198743,1.0,7.590289436028367e-05,5.862358257616998e-05,8.05056501111414e-06,5.057301756505584e-05,1
6839,1.3678000000000001,0.00012111286557765163,3.056199905535719,2.1009262550526486,0.9552736503830704,1.0,7.589117042011856e-05,5.437606157401701e-05,6.214297202728555e-06,4.8161764371288454e-05,1
6840,1.368,0.00012123872744586766,3.0567245500174334,2.1009236635474635,0.9558008863699697,1.0,7.59289803241055e-05,6.180356109664872e-05,1.3088601999875416e-05,4.871495909677331e-05,1
6841,1.3682,0.00012136360972955817,3.056779923995399,2.1009210366821356,0.9558588872132632,1.0,7.590783765959332e-05,5.641146395863987e-05,6.943639852666869e-06,4.9467824105973003e-05,1
6842,1.3684,0.00012148907951435287,3.0568352852561533,2.1009183857591682,0.955916899396985,1.0,7.5936063213249e-05,5.8806210149106876e-05,8.499561798260621e-06,5.030664835084625e-05,1
6843,1.3686,0.0001216143184088347,3.0572985099772936,2.1009157052541014,0.9563828046231923,1.0,7.59098244514607e-05,5.711314963049046e-05,6.522333728657169e-06,5.0590815901833293e-05,1
6844,1.3688,0.00012173974434307748,3.057975728438498,2.1009129979543486,0.9570627303841495,1.0,7.576594036058671e-05,5.760131963819133e-05,9.112151832350475e-06,4.8489167805840854e-05,1
6845,1.369,0.00012186380736222827,3.058061177423168,2.100910253000343,0.9571509243228249,1.0,7.564646572894555e-05,5.038960053985625e-05,3.4882608696063663e-06,4.6901339670249884e-05,1
6846,1.3692,0.00012198866378406005,3.0581167706773598,2.100907485370522,0.957209285206838,1.0,7.570120145521819e-05,5.379003500060261e-05,6.642523494939628e-06,4.714751150566298e-05,1
6847,1.3694000000000002,0.0001221139420916289,3.0585694059522326,2.1009046917967966,0.957664714055436,1.0,7.58222806532595e-05,5.521560191548582e-05,8.71804573367705e-06,4.649755618180877e-05,1
6848,1.3696000000000002,0.00012223879051192094,3.059024160519147,2.1009018670385715,0.9581222933805754,1.0,7.597136316788092e-05,5.2353944302773805e-05,8.400006332770824e-06,4.395393797000298e-05,1
6849,1.3698000000000001,0.00012236355936861459,3.059097354280895,2.100899013475412,0.9581983407054826,1.0,7.616918392934348e-05,5.1242752565839454e-05,8.52069452750962e-06,4.2722058038329834e-05,1
6850,1.37,0.00012248730056123568,3.060347612407809,2.1008961247972904,0.9594514875105186,1.0,7.64461928356366e-05,4.5169996404602836e-05,2.5107996037871898e-06,4.265919680081565e-05,1
6851,1.3702,0.0001226114475855735,3.060884175649149,2.100893211133776,0.9599909644153731,1.0,7.651645400332674e-05,4.655988228592295e-05,4.115002976144336e-06,4.244487930977861e-05,1
6852,1.3704,0.00012273650920194493,3.0619316385562976,2.100890275295921,0.9610413631603766,1.0,7.661490823142354e-05,5.039988833953129e-05,1.0860435921252601e-05,3.953945241827869e-05,1
6853,1.3706,0.0001228605837500783,3.0620249184767387,2.100887304313881,0.9611376140628579,1.0,7.646784592754005e-05,4.509416750977394e-05,5.371130481052102e-06,3.972303702872184e-05,1
6854,1.3708,0.00012298566769890183,3.062103774095476,2.100884312504075,0.9612194614914016,1.0,7.637708016956297e-05,4.971619980582693e-05,1.0123887540057385e-05,3.959231226576955e-05,1
6855,1.371,0.0001231099301786331,3.0626096790447024,2.1008812863988253,0.9617283925458769,1.0,7.619074443376134e-05,4.522650383778745e-05,4.05901847899168e-06,4.1167485358795764e-05,1
6856,1.3712,0.00012323464910587485,3.062626299938615,2.100878235648249,0.9617480641903657,1.0,7.602117256460507e-05,4.7170509013757655e-05,5.4501670312004185e-06,4.1720341982557236e-05,1
6857,1.3714000000000002,0.00012335917606806187,3.0626618392981686,2.100875155035777,0.9617866841623918,1.0,7.591498022557115e-05,4.580619768047046e-05,4.148987520136019e-06,4.165721016033444e-05,1
6858,1.3716000000000002,0.00012348370520203687,3.0628166031827444,2.1008720464683996,0.9619445566143449,1.0,7.581464317641953e-05,4.539237714166926e-05,5.20848980902702e-06,4.0183887332642243e-05,1
6859,1.3718000000000001,0.0001236089162515835,3.063865449910466,2.1008689136161824,0.9629965361942837,1.0,7.590508432285402e-05,4.807460863229129e-05,6.418042612543052e-06,4.165656601974824e-05,1
6860,1.372,0.0001237357901239302,3.064919265017219,2.100865763618384,0.9640535012988353,1.0,7.59150563953927e-05,5.573620363911362e-05,1.094891412045334e-05,4.478728951866028e-05,1
6861,1.3722,0.00012386232486484035,3.065318704975499,2.100862583172812,0.964456121702687,1.0,7.592402567839076e-05,5.346708401860447e-05,8.424674351174024e-06,4.5042409667430445e-05,1
6862,1.3724,0.00012398912935057408,3.0653880349073765,2.1008593767896158,0.9645286580177607,1.0,7.602866345122794e-05,5.418762632800307e-05,9.579848463562925e-06,4.4607777864440146e-05,1
6863,1.3726,0.0001241153815978835,3.0659963215656894,2.1008561385844087,0.9651401828812808,1.0,7.606585143163617e-05,5.079939984446071e-05,5.387722815696957e-06,4.541167702876375e-05,1
6864,1.3728,0.00012424183786748747,3.0666064086226412,2.1008528737432184,0.9657535347794228,1.0,7.618377860467155e-05,5.1112068497539686e-05,5.014054764769423e-06,4.609801373277026e-05,1
6865,1.373,0.00012436966080407884,3.066642286487282,2.1008495900439956,0.9657926963432865,1.0,7.633831007494857e-05,5.726938579134096e-05,1.0038283889445734e-05,4.723110190189523e-05,1
6866,1.3732,0.0001244973599330054,3.0666946836259132,2.1008462772114647,0.9658484063144483,1.0,7.646537572727748e-05,5.599720340276773e-05,9.908392446772027e-06,4.6088810955995705e-05,1
6867,1.3734000000000002,0.00012462496104738706,3.067179695243343,2.1008429358213325,0.9663367593220109,1.0,7.649693471761884e-05,5.489604398771255e-05,8.52452836959489e-06,4.637151561811766e-05,1
6868,1.3736000000000002,0.00012475202601955272,3.067205845262144,2.1008395631094454,0.9663662820526985,1.0,7.651996184912917e-05,5.167115865360471e-05,5.867303593117811e-06,4.58038550604869e-05,1
6869,1.3738000000000001,0.00012487956341447251,3.0672614372883826,2.100836165808913,0.9664252713794698,1.0,7.644559060600184e-05,5.358294491720722e-05,6.688498815327889e-06,4.689444610187933e-05,1
6870,1.374,0.0001250078114892968,3.0673108921517196,2.1008327453468856,0.9664781467048342,1.0,7.632539301192312e-05,5.6730189968371824e-05,8.926934870793137e-06,4.780325509757869e-05,1
6871,1.3742,0.00012513521172241145,3.068975896871907,2.100829290719839,0.968146606052068,1.0,7.618186898588811e-05,5.1906360009731066e-05,5.0344762064224985e-06,4.6871883803308566e-05,1
6872,1.3744,0.0001252628571216719,3.0696248163566,2.100825810007906,0.9687990062486938,1.0,7.616425263364687e-05,5.254967581084917e-05,5.55877063751235e-06,4.699090517333682e-05,1
6873,1.3746,0.0001253905542432685,3.070107143994951,2.100822301888594,0.9692848420063573,1.0,7.618314390695452e-05,5.220937357641198e-05,8.239916334939678e-06,4.3969457241472304e-05,1
6874,1.3748,0.00012551817887843466,3.0704796213685737,2.1008187652232193,0.9696608560453542,1.0,7.621318399645144e-05,5.1250578954449986e-05,8.964903101276825e-06,4.228567585317316e-05,1
6875,1.375,0.0001256468546768414,3.071047585341078,2.100815207921659,0.9702323773194191,1.0,7.61202565894922e-05,5.6006363672983863e-05,1.2113997446364621e-05,4.389236622661924e-05,1
6876,1.3752,0.00012577351151677761,3.0711059326336616,2.1008116091061275,0.9702943234275341,1.0,7.622102346625814e-05,4.528373337689602e-05,3.3883022545137934e-06,4.189543112238223e-05,1
6877,1.3754,0.00012590092210501097,3.0711167741096976,2.100807988256933,0.9703087857527649,1.0,7.631265729747055e-05,4.844230927096084e-05,4.602394213004087e-06,4.3839915057956753e-05,1
6878,1.3756000000000002,0.00012602897426775963,3.072337183985287,2.1008043437414123,0.9715328401438748,1.0,7.625649938533384e-05,5.1032601745353194e-05,7.302045236584057e-06,4.373055650876914e-05,1
6879,1.3758000000000001,0.00012615734071509915,3.072939458928219,2.1008006734532265,0.9721387853749923,1.0,7.621164172229132e-05,5.205082818995867e-05,9.043787648483599e-06,4.300704054147507e-05,1
6880,1.3760000000000001,0.00012628530089994492,3.0734222034299243,2.1007969725296927,0.9726252308002317,1.0,7.623571163404509e-05,4.9412511628884435e-05,7.722010492366777e-06,4.169050113651766e-05,1
6881,1.3762,0.00012641215563822074,3.0745903887233252,2.100793236450067,0.9737971521732584,1.0,7.624281426296626e-05,4.321159275506587e-05,2.4357749743645284e-06,4.077581778070134e-05,1
6882,1.3764,0.0001265401107223906,3.076669805186949,2.100789480442398,0.9758803246445509,1.0,7.618942039333123e-05,4.798459705462321e-05,7.386753585176503e-06,4.059784346944671e-05,1
6883,1.3766,0.0001266682487977246,3.0780900954920853,2.100785697597224,0.9773043977948611,1.0,7.620001388859616e-05,4.8187141140320864e-05,9.143781369034529e-06,3.9043359771286336e-05,1
6884,1.3768,0.0001267955989058848,3.0786786408418156,2.100781881941394,0.9778967588004216,1.0,7.615418090968205e-05,4.36975986416042e-05,5.888028945338138e-06,3.780956969626606e-05,1
6885,1.377,0.00012692285048945527,3.079168166336557,2.100778038378471,0.9783901278580862,1.0,7.607487095094558e-05,4.270296556662072e-05,5.841115521429562e-06,3.6861850045191156e-05,1
6886,1.3772,0.00012705016739190538,3.0801446829050585,2.100774167159343,0.9793705156457152,1.0,7.613727829336025e-05,4.232393439439005e-05,5.529465460489764e-06,3.679446893390028e-05,1
6887,1.3774,0.00012717753112158095,3.08018344462587,2.100770268889372,0.9794131756364979,1.0,7.629019038902512e-05,4.188066437438992e-05,7.787513786333003e-06,3.409315058805692e-05,1
6888,1.3776000000000002,0.00012730592576830555,3.080797828498907,2.100766349614813,0.980031478784094,1.0,7.62988863327518e-05,4.6426608159199e-05,9.643977976102998e-06,3.6782630183096e-05,1
6889,1.3778000000000001,0.0001274331091239119,3.0808454210533767,2.1007623946375316,0.980083026315845,1.0,7.630482041247044e-05,3.983667523302403e-05,3.667000193561395e-06,3.6169675039462633e-05,1
6890,1.3780000000000001,0.0001275616247209292,3.080857680856342,2.1007584212800174,0.9800992594763247,1.0,7.631934109387206e-05,4.5960064933126754e-05,7.161780266586327e-06,3.8798284666540425e-05,1
6891,1.3782,0.0001276894178705358,3.0814712329045952,2.1007544147765476,0.9807168180280477,1.0,7.652698318560317e-05,4.153890093905817e-05,4.322246440719685e-06,3.7216654498338485e-05,1
6892,1.3784,0.00012781782731848557,3.0815308953467344,2.100750385186636,0.9807805100600981,1.0,7.663569728862739e-05,4.398121486409307e-05,5.335646733254183e-06,3.864556813083888e-05,1
6893,1.3786,0.00012794714062040733,3.082163514378736,2.100746334095312,0.9814171801834242,1.0,7.659213646413702e-05,4.793719323377452e-05,9.234676944165272e-06,3.8702516289609246e-05,1
6894,1.3788,0.0001280753087452314,3.082231497780852,2.1007422475065654,0.9814892501742865,1.0,7.644997134257713e-05,4.181922926790229e-05,3.878891873714123e-06,3.794033739418817e-05,1
6895,1.379,0.00012820485528015514,3.083285888731198,2.100738142814945,0.9825477458162531,1.0,7.641459031933003e-05,4.80855259966875e-05,8.078405382134177e-06,4.000712061455332e-05,1
6896,1.3792,0.00012833549924609993,3.0833272987530833,2.100734017689198,0.9825932809638849,1.0,7.643662069034584e-05,5.301412326480551e-05,1.1689188577375753e-05,4.1324934687429756e-05,1
6897,1.3794,0.00012846565651995445,3.0838334569244585,2.100729861304057,0.9831035955204019,1.0,7.654850168905467e-05,4.9871322275090746e-05,8.562679072103267e-06,4.130864320298748e-05,1
6898,1.3796000000000002,0.00012859497076154908,3.084332358036522,2.10072567242736,0.9836066855091621,1.0,7.659252304406017e-05,4.5018196250143233e-05,3.3103655150211585e-06,4.1707830735122076e-05,1
6899,1.3798000000000001,0.00012872566657378935,3.084498565920849,2.100721465733379,0.9837771000874697,1.0,7.667746183760575e-05,5.128874297378177e-05,8.130075418342465e-06,4.31586675554393e-05,1
6900,1.3800000000000001,0.0001288559794196981,3.085066277536022,2.100717228579949,0.9843490488560731,1.0,7.661673587998558e-05,4.8828476385450836e-05,6.689235499587601e-06,4.2139240885863235e-05,1
6901,1.3802,0.00012898651968183258,3.0851578007192284,2.1007129654383876,0.9844448351808406,1.0,7.664041737853147e-05,4.93972756791605e-05,7.440620408468454e-06,4.1956655270692046e-05,1
6902,1.3804,0.00012911632767931432,3.0852343358840715,2.1007086705963287,0.9845256651877429,1.0,7.652162910307933e-05,4.5313081654203186e-05,5.449852867399802e-06,3.986322878680339e-05,1
6903,1.3806,0.00012924695884682335,3.0856864471991488,2.100704353612036,0.9849820934871129,1.0,7.659255856086798e-05,4.876762057691123e-05,8.89936568161553e-06,3.98682548952957e-05,1
6904,1.3808,0.00012937680791033122,3.0858148085779162,2.1007000040065678,0.9851148044713484,1.0,7.668415260382943e-05,4.4216787385653014e-05,6.6636505240916235e-06,3.755313686156139e-05,1
6905,1.381,0.00012950716186787656,3.0859022557419573,2.1006956304293003,0.9852066252126572,1.0,7.672309614179023e-05,4.615942416367856e-05,9.554667698534907e-06,3.6604756465143656e-05,1
6906,1.3812,0.00012963744302347467,3.086008745950021,2.10069122898255,0.9853175168674709,1.0,7.678449752383902e-05,4.518775004670654e-05,5.921576768991232e-06,3.926617327771531e-05,1
6907,1.3814,0.00012976685034939912,3.0861206803661534,2.1006867945950236,0.9854338856711298,1.0,7.667735897114754e-05,4.038067715171544e-05,1.8460495100805338e-06,3.853462764163491e-05,1
6908,1.3816000000000002,0.00012989760201636188,3.0861763527805626,2.1006823420590024,0.9854940106215601,1.0,7.671780308887366e-05,4.652319000595108e-05,7.0145994227023465e-06,3.950859058324873e-05,1
6909,1.3818000000000001,0.00013002834302209055,3.086210137527197,2.100677861147154,0.9855322762800427,1.0,7.69538984670823e-05,4.5695145100430466e-05,4.758699203397773e-06,4.093644589703269e-05,1
6910,1.3820000000000001,0.0001301605512119484,3.086798543720417,2.1006733627544136,0.9861251808660033,1.0,7.709911046001483e-05,5.2272072958915965e-05,8.01789538279661e-06,4.425417757611936e-05,1
6911,1.3822,0.00013029454858827974,3.08687545883737,2.100668848272795,0.9862066104645751,1.0,7.730226172976579e-05,6.046087382838603e-05,9.97988419356392e-06,5.048098963482211e-05,1
6912,1.3824,0.0001304289099079655,3.0876190625726236,2.1006643092388533,0.9869547532337701,1.0,7.727040500638892e-05,6.166713568458898e-05,1.1450131526473117e-05,5.0217004158115865e-05,1
6913,1.3826,0.000130562120510899,3.0881165619491884,2.1006597351156056,0.9874568267335827,1.0,7.738739118802888e-05,5.518477794643437e-05,5.657554449003883e-06,4.9527223497430485e-05,1
6914,1.3828,0.00013069629546179397,3.0887545078595173,2.1006551408584597,0.9880993669010575,1.0,7.745288699078738e-05,5.9311136206025484e-05,8.16742963347071e-06,5.114370657255477e-05,1
6915,1.383,0.00013083105556010416,3.088805954821604,2.1006505234106965,0.9881554313109072,1.0,7.753116548287926e-05,6.160206286212643e-05,1.2320119190162244e-05,4.9281943671964184e-05,1
6916,1.3832,0.00013096608817846176,3.0888468907804087,2.1006458806253576,0.9882010100550512,1.0,7.745664004996729e-05,6.248226511639225e-05,1.2499571694813627e-05,4.998269342157862e-05,1
6917,1.3834,0.00013109887655430956,3.0897854178220587,2.1006411962720546,0.989144221450004,1.0,7.745505491420264e-05,5.059212004638014e-05,5.478411235339288e-06,4.511370881104085e-05,1
6918,1.3836000000000002,0.0001312316161501391,3.0897950162545484,2.1006364854974042,0.9891585306571442,1.0,7.742007322183291e-05,4.983896643913246e-05,7.42390915763073e-06,4.241505728150173e-05,1
6919,1.3838000000000001,0.00013136417078346102,3.0898883407815827,2.1006317458261523,0.9892565948554304,1.0,7.73080245170994e-05,4.847144973330573e-05,2.949127880304083e-06,4.552232185300164e-05,1
6920,1.3840000000000001,0.00013149763661304064,3.089983955205516,2.100626985551418,0.9893569695540982,1.0,7.726627109926714e-05,5.251262100983059e-05,7.72022978579099e-06,4.47923912240396e-05,1
6921,1.3842,0.00013162982001446686,3.090023184969022,2.1006221891447834,0.9894009957242385,1.0,7.72632479367575e-05,4.555509128759322e-05,4.280309196804855e-06,4.127478209078836e-05,1
6922,1.3844,0.00013176169213357424,3.090647774873868,2.1006173639494787,0.9900304108243894,1.0,7.736317365224623e-05,4.327650146142176e-05,6.902125209992965e-06,3.63743762514288e-05,1
6923,1.3846,0.00013189306789112017,3.090776011288979,2.100612508254088,0.990163502934891,1.0,7.752785021668347e-05,4.007468471189172e-05,7.765720619038297e-06,3.2308964092853425e-05,1
6924,1.3848,0.00013202411299601774,3.0914342140768745,2.1006076231680573,0.9908265908088173,1.0,7.774646739456912e-05,3.757919621447776e-05,7.329030442983871e-06,3.0250165771493886e-05,1
6925,1.385,0.00013215558352135915,3.091493973660966,2.1006027139084558,0.9908912596525099,1.0,7.790157490954479e-05,3.9006264687820814e-05,6.037550142110472e-06,3.296871454571034e-05,1
6926,1.3852,0.000132286161237001,3.091931734906992,2.1005977715696185,0.9913339632373735,1.0,7.800427185446557e-05,3.3845553429865383e-05,2.022403073642189e-06,3.1823150356223196e-05,1
6927,1.3854,0.00013241779854984795,3.092019363119332,2.100592810211092,0.9914265528082402,1.0,7.79875512333164e-05,3.8612179607373505e-05,7.07722861557795e-06,3.153495099179555e-05,1
6928,1.3856000000000002,0.00013254974774057807,3.092068216355561,2.1005878229804025,0.9914803932751582,1.0,7.80258471823973e-05,3.9587500362186816e-05,5.194613970205699e-06,3.4392886391981114e-05,1
6929,1.3858000000000001,0.00013268115868990182,3.092120361278087,2.100582805519672,0.9915375556584147,1.0,7.795043577182018e-05,3.642594553922938e-05,4.415195143410341e-06,3.2010750395819044e-05,1
6930,1.3860000000000001,0.0001328132926358448,3.092682817583386,2.1005777661074214,0.9921050513759645,1.0,7.791161864441737e-05,3.946585274393274e-05,8.682384464935817e-06,3.0783468278996925e-05,1
6931,1.3862,0.00013294570779505014,3.0928109250177127,2.1005727010908997,0.9922382238268131,1.0,7.788799767594158e-05,4.033715946409813e-05,8.042824973392402e-06,3.229433449070573e-05,1
6932,1.3864,0.0001330783368337502,3.09287455362262,2.1005676104164563,0.9923069431061636,1.0,7.78426472931866e-05,4.090105611674847e-05,5.7425016318640746e-06,3.51585544848844e-05,1
6933,1.3866,0.00013321122445080432,3.0935319504012337,2.100562494737847,0.9929694555633866,1.0,7.784004732406109e-05,4.15656558078079e-05,7.3567187497465295e-06,3.420893705806137e-05,1
6934,1.3868,0.00013334403416753678,3.094576716786272,2.1005573511600337,0.9940193655262384,1.0,7.790740685178243e-05,4.042573041877462e-05,4.9864996957490845e-06,3.5439230723025535e-05,1
6935,1.387,0.00013347672160327046,3.095669051675659,2.1005521800194242,0.9951168715562345,1.0,7.805213258105364e-05,3.89803216406489e-05,4.944200958963443e-06,3.4036120681685454e-05,1
6936,1.3872,0.00013360942066785298,3.096223788073539,2.1005469819017715,0.9956768060717675,1.0,7.828846444693814e-05,3.818458519156338e-05,4.674447715781162e-06,3.351013747578222e-05,1
6937,1.3874,0.0001337438131284561,3.0962473754316067,2.100541768351137,0.9957056069804695,1.0,7.840786735568114e-05,4.59819764513908e-05,1.1224702408759355e-05,3.475727404263144e-05,1
6938,1.3876000000000002,0.0001338782514791704,3.0962827381250975,2.100536528148774,0.9957462098763235,1.0,7.836015644791329e-05,4.5703807256582956e-05,8.302244100871175e-06,3.7401563155711784e-05,1
6939,1.3878000000000001,0.00013401278833205085,3.096314206808514,2.10053126204626,0.9957829446622537,1.0,7.828341113517266e-05,4.57179490967006e-05,7.98640936751998e-06,3.773153972918062e-05,1
6940,1.3880000000000001,0.00013414629735614142,3.096359795968337,2.1005259620109578,0.9958338338573794,1.0,7.839651967562003e-05,3.991058367878416e-05,3.1362706898890066e-06,3.6774312988895154e-05,1
6941,1.3882,0.00013428125181617375,3.0964595273338302,2.1005206453870744,0.9959388818467559,1.0,7.851719646087324e-05,4.645384017308959e-05,9.863306453417844e-06,3.659053371967175e-05,1
6942,1.3884,0.00013441567759542343,3.096599578038068,2.100515298121475,0.9960842798165928,1.0,7.84059881451084e-05,4.3351076208779236e-05,7.5086281071124106e-06,3.584244810166682e-05,1
6943,1.3886,0.0001345507594526354,3.0969171313741146,2.1005099288143447,0.99640720245977,1.0,7.818115622239505e-05,4.626156010225974e-05,8.844329972696884e-06,3.741723012956286e-05,1
6944,1.3888,0.00013468608590456275,3.0969890338294963,2.1005045342769217,0.9964844994525743,1.0,7.808937257012532e-05,4.701271778814205e-05,9.77252289258997e-06,3.724019489555208e-05,1
6945,1.389,0.00013482066745936885,3.098139042867449,2.1004991076937434,0.9976399350737054,1.0,7.793105382556661e-05,4.273867806562651e-05,4.570004094034136e-06,3.816867397159237e-05,1
6946,1.3892,0.00013495642557804615,3.099232623994525,2.1004936624523793,0.9987389614421457,1.0,7.781676511760862e-05,4.803433012445785e-05,6.294961368890763e-06,4.1739368755567085e-05,1
6947,1.3894,0.00013509194168974815,3.099386212732793,2.100488188398592,0.9988980242342012,1.0,7.793671898312489e-05,4.612759503529482e-05,4.691948339961339e-06,4.143564669533348e-05,1
6948,1.3896000000000002,0.00013522800980932852,3.1001087239288134,2.1004826915082857,0.9996260323205279,1.0,7.803999540278055e-05,4.813003925240251e-05,7.665514642689274e-06,4.046452460971324e-05,1
6949,1.3898000000000001,0.00013536447587864643,3.1002308673851284,2.100477170577592,0.9997536967075361,1.0,7.812824465621787e-05,4.945630334616571e-05,9.581160837631344e-06,3.9875142508534365e-05,1
6950,1.3900000000000001,0.00013550074115719723,3.1011602102762086,2.100471621407107,1.0006885887691017,1.0,7.81889910245868e-05,4.770660902514048e-05,8.534242807596959e-06,3.9172366217543524e-05,1
6951,1.3902,0.0001356366155021987,3.101676423895933,2.100466043202767,1.0012103805931656,1.0,7.833329210384401e-05,4.4979613602600687e-05,7.914534469292448e-06,3.7065079133308235e-05,1
6952,1.3904,0.00013577259714864595,3.1017651691272086,2.1004604392278483,1.00130472979936,1.0,7.835036081918949e-05,4.492947635515307e-05,5.633581451193427e-06,3.929589490395965e-05,1
6953,1.3906,0.00013590985279850854,3.101848505010996,2.100454817332552,1.0013936875784444,1.0,7.837010724893911e-05,5.070804929916394e-05,1.0050242405608897e-05,4.0657806893555045e-05,1
6954,1.3908,0.0001360469203449011,3.1019025504319893,2.1004491674051793,1.00145338292681,1.0,7.85209856301595e-05,4.904668841007452e-05,8.972399917302673e-06,4.007428849277185e-05,1
6955,1.391,0.00013618384476566566,3.101956296576789,2.100443489857312,1.001512806619477,1.0,7.856026477249159e-05,4.772252123641525e-05,4.966951241058782e-06,4.275556999535647e-05,1
6956,1.3912,0.00013632072849503006,3.1023722478589235,2.1004377857889667,1.0019344619699568,1.0,7.858434851239931e-05,4.687673164528998e-05,5.209835610217222e-06,4.166689603507276e-05,1
6957,1.3914,0.00013645846091723778,3.1023949652411638,2.100432060834903,1.0019629043062608,1.0,7.858716965247459e-05,5.055098770564092e-05,7.94179733252096e-06,4.2609190373119956e-05,1
6958,1.3916000000000002,0.00013659619396577937,3.102446858876695,2.1004263089045114,1.0020205498721837,1.0,7.85797528072456e-05,4.9989417241103835e-05,5.837086426880134e-06,4.41523308142237e-05,1
6959,1.3918000000000001,0.00013673369576047717,3.1030752552653267,2.100420529313169,1.0026547258521579,1.0,7.849424605295547e-05,4.826820680587844e-05,7.547975183624918e-06,4.072023162225352e-05,1
6960,1.3920000000000001,0.0001368714294493282,3.103214125122177,2.1004147243870914,1.0027994006350853,1.0,7.852605757204904e-05,4.881221241679086e-05,7.858628341086544e-06,4.095358407570432e-05,1
6961,1.3922,0.00013700868773365183,3.1038517611916085,2.100408889635838,1.0034428714557704,1.0,7.852487961523138e-05,4.5784874219467414e-05,5.301140881840138e-06,4.0483733337627275e-05,1
