time,phi_true_root_deg,spread_q05_deg,spread_q50_deg,spread_q95_deg,spread_90_width_deg
5.91,84.47021341318441,-1.7263333140576265,2.923404164342344,3.5212105061035572,5.247543820161184
5.92,84.47021371836007,-1.7236738120616337,2.9185084429960284,3.5166813173867695,5.240355129448403
5.930000000000001,84.47021341318418,-1.7210208772320357,2.9136295313306277,3.5121576841173123,5.233178561349348
5.94,84.47021371835984,-1.718375717165145,2.908765718058902,3.50764710752739,5.226022824692535
5.95,84.47021341318396,-1.715737100341812,2.903919133571094,3.5031480787801286,5.218885179121941
5.96,84.47021371835962,-1.7131062255289748,2.899086246978186,3.498655439470241,5.211761664999216
5.970000000000001,84.46796365732436,-1.7082320584703439,2.8965165680667724,3.496422421177698,5.204654479648042
5.98,84.46796335214847,-1.7056146885660155,2.8917108595566674,3.491953797329927,5.197568485895943
5.99,84.46796365732413,-1.7030049612079097,2.8869191289329876,3.4874976205520056,5.190502581759915
6.0,84.46796335214825,-1.7004016582424413,2.882143940698711,3.4830535789143653,5.183455237156807
